fullname,CHELSA_bio1_1981.2010_V.2.1,CHELSA_bio12_1981.2010_V.2.1,nitrogen_0.5cm_mean,phh2o_0.5cm_mean,fullname,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
Oxypetalum montanum,19.25,1439.1,225.0,52.0,Oxypetalum montanum,Oxypetalum montanum,Oxypetalum montanum,100111-1,100111-1,Species
Oxypetalum multiflorum,19.25,1971.2,,,Oxypetalum multiflorum,Oxypetalum multiflorum,Oxypetalum multiflorum,100116-1,100116-1,Species
Oxypetalum nigricans,16.15,1134.7,333.0,59.0,Oxypetalum nigricans,Oxypetalum nigricans,Oxypetalum nigricans,77145925-1,77145925-1,Species
Oxypetalum ophiuroideum,22.95,1620.85,269.0,56.5,Oxypetalum ophiuroideum,Oxypetalum ophiuroideum,Oxypetalum ophiuroideum,179387-2,179387-2,Species
Oxypetalum pachyglossum,19.55,1799.7,322.5,50.0,Oxypetalum pachyglossum,Oxypetalum pachyglossum,Oxypetalum pachyglossum,100127-1,100127-1,Species
Oxypetalum pannosum,17.95,1847.05,389.0,52.0,Oxypetalum pannosum,Oxypetalum pannosum,Oxypetalum pannosum,100131-1,100131-1,Species
Oxypetalum pannosum var. pannosum,19.200000000000003,1866.2,372.0,51.0,Oxypetalum pannosum var. pannosum,Oxypetalum pannosum var. pannosum,Oxypetalum pannosum,100131-1,77173367-1,Variety
Oxypetalum pearsonii,24.55,1982.2,304.0,51.0,Oxypetalum pearsonii,Oxypetalum pearsonii,Oxypetalum pearsonii,77066770-1,77066770-1,Species
Oxypetalum pilosum,21.75,1341.4,367.0,53.0,Oxypetalum pilosum,Oxypetalum pilosum,Oxypetalum pilosum,100143-1,100143-1,Species
Oxypetalum pubescens,15.649999999999999,1296.1999999999998,252.0,60.5,Oxypetalum pubescens,Oxypetalum pubescens,Oxypetalum pubescens,77114664-1,77114664-1,Species
Oxypetalum reflexum,20.35,1889.7,362.0,52.0,Oxypetalum reflexum,Oxypetalum reflexum,Oxypetalum reflexum,179410-2,179410-2,Species
Oxypetalum reitzii,18.95,1638.3,,,Oxypetalum reitzii,Oxypetalum reitzii,Oxypetalum reitzii,281901-2,281901-2,Species
Oxypetalum rojasianum,23.549999999999997,1632.9,235.0,55.0,Oxypetalum rojasianum,Oxypetalum rojasianum,Oxypetalum rojasianum,179414-2,179414-2,Species
Oxypetalum schottii,23.35,1785.5,290.0,50.5,Oxypetalum schottii,Oxypetalum schottii,Oxypetalum schottii,100158-1,100158-1,Species
Oxypetalum solanoides,16.95,1111.6,294.0,64.0,Oxypetalum solanoides,Oxypetalum solanoides,Oxypetalum solanoides,100162-1,100162-1,Species
Oxypetalum strictum,19.35,1590.2,242.5,51.0,Oxypetalum strictum,Oxypetalum strictum,Oxypetalum strictum,100168-1,100168-1,Species
Oxypetalum sylvestre,19.85,1446.6,274.5,58.0,Oxypetalum sylvestre,Oxypetalum sylvestre,Oxypetalum sylvestre,77114665-1,77114665-1,Species
Oxypetalum tomentosum,19.85,1727.1999999999998,404.0,52.0,Oxypetalum tomentosum,Oxypetalum tomentosum,Oxypetalum tomentosum,100178-1,100178-1,Species
Oxypetalum tomentosum var. parvifolium,20.75,1747.1,382.0,51.0,Oxypetalum tomentosum var. parvifolium,Oxypetalum tomentosum var. parvifolium,Oxypetalum tomentosum,100178-1,281902-2,Variety
Oxypetalum tomentosum var. tomentosum,20.700000000000003,1729.5500000000002,471.0,54.0,Oxypetalum tomentosum var. tomentosum,Oxypetalum tomentosum var. tomentosum,Oxypetalum tomentosum,100178-1,77173420-1,Variety
Oxypetalum tucumanense,14.15,1754.9,320.0,57.0,Oxypetalum tucumanense,Oxypetalum tucumanense,Oxypetalum tucumanense,77114666-1,77114666-1,Species
Oxypetalum weberbaueri,25.65,1830.4,264.0,47.0,Oxypetalum weberbaueri,Oxypetalum weberbaueri,Oxypetalum weberbaueri,179450-2,179450-2,Species
Oxystelma bornouense,28.05,928.5,151.0,63.0,Oxystelma bornouense,Oxystelma bornouense,Oxystelma bornouense,100197-1,100197-1,Species
Pachycarpus acidostelma,19.25,1040.7,311.0,56.0,Pachycarpus acidostelma,Pachycarpus acidostelma,Pachycarpus acidostelma,77119468-1,77119468-1,Species
Pachycarpus bisacculatus,24.35,1136.7,130.5,60.5,Pachycarpus bisacculatus,Pachycarpus bisacculatus,Pachycarpus bisacculatus,992399-1,992399-1,Species
Pachycarpus chirindensis,17.05,1320.5,295.0,57.0,Pachycarpus chirindensis,Pachycarpus chirindensis,Pachycarpus chirindensis,1001967-1,1001967-1,Species
Pachycarpus coronarius,18.85,1063.1,282.5,58.5,Pachycarpus coronarius,Pachycarpus coronarius,Pachycarpus coronarius,100222-1,100222-1,Species
Pachycarpus distinctus,19.25,3530.6,173.0,53.0,Pachycarpus distinctus,Pachycarpus distinctus,Pachycarpus distinctus,100226-1,100226-1,Species
Pachycarpus firmus,16.25,1316.0,146.0,55.0,Pachycarpus firmus,Pachycarpus firmus,Pachycarpus firmus,1001969-1,1001969-1,Species
Pachycarpus goetzei,17.25,1694.5500000000002,142.5,54.5,Pachycarpus goetzei,Pachycarpus goetzei,Pachycarpus goetzei,100231-1,100231-1,Species
Pachycarpus lebomboensis,20.35,763.4,259.0,61.0,Pachycarpus lebomboensis,Pachycarpus lebomboensis,Pachycarpus lebomboensis,902685-1,902685-1,Species
Pachycarpus lineolatus,23.15,1242.2,194.5,56.0,Pachycarpus lineolatus,Pachycarpus lineolatus,Pachycarpus lineolatus,100241-1,100241-1,Species
Pachycarpus macrochilus,13.45,781.95,219.5,60.0,Pachycarpus macrochilus,Pachycarpus macrochilus,Pachycarpus macrochilus,100243-1,100243-1,Species
Pachycarpus pachyglossus,15.35,1136.8,167.0,54.0,Pachycarpus pachyglossus,Pachycarpus pachyglossus,Pachycarpus pachyglossus,1001970-1,1001970-1,Species
Pachycarpus plicatus,14.05,874.1,228.0,58.0,Pachycarpus plicatus,Pachycarpus plicatus,Pachycarpus plicatus,100249-1,100249-1,Species
Pachycarpus rigidus,15.1,698.5,180.5,64.5,Pachycarpus rigidus,Pachycarpus rigidus,Pachycarpus rigidus,100253-1,100253-1,Species
Pachycarpus schinzianus,17.1,678.55,153.0,60.0,Pachycarpus schinzianus,Pachycarpus schinzianus,Pachycarpus schinzianus,100257-1,100257-1,Species
Pachycarpus stelliceps,16.15,1137.9,239.0,54.0,Pachycarpus stelliceps,Pachycarpus stelliceps,Pachycarpus stelliceps,100261-1,100261-1,Species
Pachycarpus vexillaris,12.0,684.4000000000001,241.5,64.0,Pachycarpus vexillaris,Pachycarpus vexillaris,Pachycarpus vexillaris,100266-1,100266-1,Species
Pachypodium bispinosum,17.45,492.0,261.0,66.0,Pachypodium bispinosum,Pachypodium bispinosum,Pachypodium bispinosum,80692-1,80692-1,Species
Pachypodium decaryi,25.15,1249.25,250.5,61.0,Pachypodium decaryi,Pachypodium decaryi,Pachypodium decaryi,77177339-1,77177339-1,Species
Pachypodium eburneum,13.95,1453.2,299.0,56.0,Pachypodium eburneum,Pachypodium eburneum,Pachypodium eburneum,997795-1,997795-1,Species
Pachypodium inopinatum,21.95,1399.3000000000002,190.5,59.0,Pachypodium inopinatum,Pachypodium inopinatum,Pachypodium inopinatum,991050-1,991050-1,Species
Pachypodium lealii,22.2,287.65,99.0,83.0,Pachypodium lealii,Pachypodium lealii,Pachypodium lealii,80706-1,80706-1,Species
Pachypodium namaquanum,18.95,64.7,119.0,83.0,Pachypodium namaquanum,Pachypodium namaquanum,Pachypodium namaquanum,80709-1,80709-1,Species
Pachypodium saundersii,21.45,707.6,174.5,63.0,Pachypodium saundersii,Pachypodium saundersii,Pachypodium saundersii,80714-1,80714-1,Species
Pachypodium succulentum,17.65,466.9,205.0,69.0,Pachypodium succulentum,Pachypodium succulentum,Pachypodium succulentum,80716-1,80716-1,Species
Pachystylus zippelianus,25.8,3165.0,349.0,52.0,Pachystylus zippelianus,Pachystylus zippelianus,Pachystylus zippelianus,758869-1,758869-1,Species
Pacouria paraensis,25.25,2163.7,245.0,47.0,Pacouria paraensis,Pacouria paraensis,Pacouria paraensis,180026-2,180026-2,Species
Paederia axilliflora,24.55,671.6,132.0,65.0,Paederia axilliflora,Paederia axilliflora,Paederia axilliflora,959305-1,959305-1,Species
Paederia brasiliensis,18.35,1478.0500000000002,354.0,55.5,Paederia brasiliensis,Paederia brasiliensis,Paederia brasiliensis,962722-1,962722-1,Species
Paederia ciliata,23.05,948.7,261.0,67.0,Paederia ciliata,Paederia ciliata,Paederia ciliata,180051-2,180051-2,Species
Paederia farinosa,24.65,1365.4,219.0,61.0,Paederia farinosa,Paederia farinosa,Paederia farinosa,962721-1,962721-1,Species
Paederia farinosa subsp. farinosa,23.25,1063.6,182.0,63.0,Paederia farinosa subsp. farinosa,Paederia farinosa subsp. farinosa,Paederia farinosa,962721-1,77171689-1,Subspecies
Paederia farinosa subsp. rosea,24.65,1243.3,209.0,62.0,Paederia farinosa subsp. rosea,Paederia farinosa subsp. rosea,Paederia farinosa,962721-1,965317-1,Subspecies
Paederia grandidieri,23.65,821.3,147.0,65.0,Paederia grandidieri,Paederia grandidieri,Paederia grandidieri,758902-1,758902-1,Species
Paederia linearis,26.45,1650.8,224.0,56.0,Paederia linearis,Paederia linearis,Paederia linearis,758909-1,758909-1,Species
Paederia linearis var. linearis,25.55,2175.3,227.0,55.0,Paederia linearis var. linearis,Paederia linearis var. linearis,Paederia linearis,758909-1,77169345-1,Variety
Paederia linearis var. pilosa,24.85,1604.2,229.0,57.0,Paederia linearis var. pilosa,Paederia linearis var. pilosa,Paederia linearis,758909-1,966849-1,Variety
Paederia mandrarensis,17.85,2041.7,282.5,55.5,Paederia mandrarensis,Paederia mandrarensis,Paederia mandrarensis,959306-1,959306-1,Species
Paederia ntiti,25.2,1526.45,280.0,58.0,Paederia ntiti,Paederia ntiti,Paederia ntiti,77105571-1,77105571-1,Species
Paederia pilifera,23.549999999999997,1377.6,270.5,56.0,Paederia pilifera,Paederia pilifera,Paederia pilifera,758923-1,758923-1,Species
Paederia praetermissa,21.7,1491.3,266.0,56.0,Paederia praetermissa,Paederia praetermissa,Paederia praetermissa,959302-1,959302-1,Species
Paederia spectatissima,21.1,2268.65,325.0,54.0,Paederia spectatissima,Paederia spectatissima,Paederia spectatissima,1007860-1,1007860-1,Species
Paederia thorelii,25.35,1733.4499999999998,230.0,55.0,Paederia thorelii,Paederia thorelii,Paederia thorelii,758941-1,758941-1,Species
Paederia verticillata,25.95,3103.3,458.0,52.0,Paederia verticillata,Paederia verticillata,Paederia verticillata,758946-1,758946-1,Species
Pagamea acrensis,25.45,2965.0,367.5,45.0,Pagamea acrensis,Pagamea acrensis,Pagamea acrensis,180741-2,180741-2,Species
Pagamea capitata,23.55,2402.25,293.0,48.0,Pagamea capitata,Pagamea capitata,Pagamea capitata,546861-1,546861-1,Species
Pagamea capitata f. breviloba,19.45,6440.6,465.0,44.0,Pagamea capitata f. breviloba,Pagamea capitata subsp. conferta,Pagamea capitata,546861-1,180746-2,Subspecies
Pagamea capitata subsp. capitata,22.1,2604.3,310.0,49.0,Pagamea capitata subsp. capitata,Pagamea capitata subsp. capitata,Pagamea capitata,546861-1,77169767-1,Subspecies
Pagamea capitata subsp. caudata,22.25,2481.3,276.0,46.0,Pagamea capitata subsp. caudata,Pagamea capitata subsp. caudata,Pagamea capitata,546861-1,180745-2,Subspecies
Pagamea capitata subsp. conferta,18.15,6553.5,442.5,43.0,Pagamea capitata subsp. conferta,Pagamea capitata subsp. conferta,Pagamea capitata,546861-1,180746-2,Subspecies
Pagamea capitata subsp. thibaudiifolia,25.4,2520.0,281.0,47.0,Pagamea capitata subsp. thibaudiifolia,Pagamea capitata subsp. thibaudiifolia,Pagamea capitata,546861-1,180747-2,Subspecies
Pagamea diceras,24.4,4873.95,379.5,45.0,Pagamea diceras,Pagamea diceras,Pagamea diceras,180752-2,180752-2,Species
Pagamea dudleyi,19.85,2277.1000000000004,572.5,51.0,Pagamea dudleyi,Pagamea dudleyi,Pagamea dudleyi,180754-2,180754-2,Species
Pagamea harleyi,24.55,1695.3,319.0,51.0,Pagamea harleyi,Pagamea harleyi,Pagamea harleyi,180762-2,180762-2,Species
Pagamea jauaensis,19.0,4153.4,336.5,50.5,Pagamea jauaensis,Pagamea jauaensis,Pagamea jauaensis,180763-2,180763-2,Species
Pagamea montana,20.45,3769.2,344.0,47.0,Pagamea montana,Pagamea montana,Pagamea montana,180765-2,180765-2,Species
Pagamea plicata,25.15,3259.5,337.0,45.0,Pagamea plicata,Pagamea plicata,Pagamea plicata,546866-1,546866-1,Species
Pagamea plicata var. glabrescens,25.6,2432.4,292.5,44.5,Pagamea plicata var. glabrescens,Pagamea plicata var. glabrescens,Pagamea plicata,546866-1,180768-2,Variety
Pagamea plicata var. multinervia,25.15,4754.3,369.0,44.0,Pagamea plicata var. multinervia,Pagamea plicata var. plicata,Pagamea plicata,546866-1,77171546-1,Variety
Pagamea plicata var. plicata,23.75,3429.0,341.0,49.0,Pagamea plicata var. plicata,Pagamea plicata var. plicata,Pagamea plicata,546866-1,77171546-1,Variety
Pagamea puberula,26.55,2139.8,249.0,43.5,Pagamea puberula,Pagamea puberula,Pagamea puberula,180771-2,180771-2,Species
Pagamea spruceana,25.5,3135.3999999999996,401.0,46.0,Pagamea spruceana,Pagamea spruceana,Pagamea spruceana,77157280-1,77157280-1,Species
Pagamea velutina,21.45,5762.5,383.0,48.0,Pagamea velutina,Pagamea velutina,Pagamea velutina,180777-2,180777-2,Species
Pagameopsis maguirei,15.0,4931.5,467.0,50.0,Pagameopsis maguirei,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Pagameopsis maguirei subsp. maguirei,13.850000000000001,5172.0,493.0,53.0,Pagameopsis maguirei subsp. maguirei,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Pagameopsis maguirei subsp. neblinensis,18.15,4791.799999999999,468.5,46.5,Pagameopsis maguirei subsp. neblinensis,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Pagameopsis maguirei subsp. pusillus,15.55,5692.6,561.0,51.0,Pagameopsis maguirei subsp. pusillus,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Pagameopsis maguirei var. angustifolius,20.0,3594.6,480.5,46.5,Pagameopsis maguirei var. angustifolius,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Pagameopsis maguirei var. pirapucuensis,22.8,2668.15,323.0,43.5,Pagameopsis maguirei var. pirapucuensis,Pagameopsis maguirei,Pagameopsis maguirei,180779-2,180779-2,Species
Palicourea acanthacea,24.65,5420.9,496.0,49.0,Palicourea acanthacea,Palicourea acanthacea,Palicourea acanthacea,305179-2,305179-2,Species
Palicourea adusta,11.3,4231.8,613.0,52.0,Palicourea adusta,Palicourea adusta,Palicourea adusta,180889-2,180889-2,Species
Palicourea aetantha,23.05,3039.55,325.0,49.0,Palicourea aetantha,Palicourea aetantha,Palicourea aetantha,60473596-2,60473596-2,Species
Palicourea agnata,17.55,2127.4,713.0,59.0,Palicourea agnata,Palicourea agnata,Palicourea agnata,77150864-1,77150864-1,Species
Palicourea alba,25.3,2537.1,333.0,46.0,Palicourea alba,Palicourea alba,Palicourea alba,60473597-2,60473597-2,Species
Palicourea albert-smithii,11.9,2055.45,555.0,53.5,Palicourea albert-smithii,Palicourea albert-smithii,Palicourea albert-smithii,180892-2,180892-2,Species
Palicourea albocaerulea,18.05,3315.05,776.0,55.0,Palicourea albocaerulea,Palicourea albocaerulea,Palicourea albocaerulea,281965-2,281965-2,Species
Palicourea amapaensis,25.7,2459.3,307.0,45.0,Palicourea amapaensis,Palicourea amapaensis,Palicourea amapaensis,180894-2,180894-2,Species
Palicourea amorimii,20.85,1481.7,421.0,52.0,Palicourea amorimii,Palicourea amorimii,Palicourea amorimii,77192599-1,77192599-1,Species
Palicourea amplissima,22.45,4070.8,468.0,50.0,Palicourea amplissima,Palicourea amplissima,Palicourea amplissima,989663-1,989663-1,Species
Palicourea anderssoniana,16.35,3556.4,552.0,52.0,Palicourea anderssoniana,Palicourea anderssoniana,Palicourea anderssoniana,313556-2,313556-2,Species
Palicourea andrei,15.55,3547.85,723.0,51.5,Palicourea andrei,Palicourea andrei,Palicourea andrei,180898-2,180898-2,Species
Palicourea anianguana,24.75,3403.3,489.0,46.0,Palicourea anianguana,Palicourea anianguana,Palicourea anianguana,313557-2,313557-2,Species
Palicourea antisanana,16.55,4176.4,840.0,50.0,Palicourea antisanana,Palicourea antisanana,Palicourea antisanana,77187617-1,77187617-1,Species
Palicourea apoda,25.45,2447.6,323.0,47.0,Palicourea apoda,Palicourea apoda,Palicourea apoda,60473600-2,60473600-2,Species
Palicourea aristei,25.85,2563.5,251.0,51.0,Palicourea aristei,Palicourea aristei,Palicourea aristei,180906-2,180906-2,Species
Palicourea atlantica,23.2,1936.8000000000002,390.0,51.0,Palicourea atlantica,Palicourea atlantica,Palicourea atlantica,77192782-1,77192782-1,Species
Palicourea australis,17.55,1794.0,432.0,50.0,Palicourea australis,Palicourea australis,Palicourea australis,320092-2,320092-2,Species
Palicourea ayangannensis,17.85,2430.0,518.0,52.0,Palicourea ayangannensis,Palicourea ayangannensis,Palicourea ayangannensis,60473602-2,60473602-2,Species
Palicourea azurea,14.05,1255.3,674.0,53.0,Palicourea azurea,Palicourea azurea,Palicourea azurea,313559-2,313559-2,Species
Palicourea beachiana,24.55,4486.2,565.0,52.0,Palicourea beachiana,Palicourea beachiana,Palicourea beachiana,77112244-1,77112244-1,Species
Palicourea betancuriana,19.299999999999997,4617.1,481.0,50.0,Palicourea betancuriana,Palicourea betancuriana,Palicourea betancuriana,77175821-1,77175821-1,Species
Palicourea boraginoides,24.35,3165.1,557.0,53.0,Palicourea boraginoides,Palicourea boraginoides,Palicourea boraginoides,77148096-1,77148096-1,Species
Palicourea boyanii,18.15,3322.0,439.0,53.0,Palicourea boyanii,Palicourea boyanii,Palicourea boyanii,77153533-1,77153533-1,Species
Palicourea brachyloba,25.55,2111.7,264.5,49.5,Palicourea brachyloba,Palicourea brachyloba,Palicourea brachyloba,915333-1,915333-1,Species
Palicourea bracteocardia,25.45,1837.25,246.0,50.0,Palicourea bracteocardia,Palicourea bracteocardia,Palicourea bracteocardia,60473604-2,60473604-2,Species
Palicourea brenesii,12.65,5007.75,558.0,51.5,Palicourea brenesii,Palicourea brenesii,Palicourea brenesii,180921-2,180921-2,Species
Palicourea bullulata,14.3,1669.1,694.0,53.5,Palicourea bullulata,Palicourea bullulata,Palicourea bullulata,77155431-1,77155431-1,Species
Palicourea caerulea,23.75,3379.7,450.0,50.0,Palicourea caerulea,Palicourea caerulea,Palicourea caerulea,759049-1,759049-1,Species
Palicourea calidicola,24.55,4480.7,580.5,53.0,Palicourea calidicola,Palicourea calidicola,Palicourea calidicola,77112246-1,77112246-1,Species
Palicourea caloneura,18.05,2563.5,506.0,52.0,Palicourea caloneura,Palicourea caloneura,Palicourea caloneura,180931-2,180931-2,Species
Palicourea calophlebioides,13.95,4180.35,664.5,52.0,Palicourea calophlebioides,Palicourea calophlebioides,Palicourea calophlebioides,323957-2,323957-2,Species
Palicourea calycina,13.45,1265.1,558.5,54.0,Palicourea calycina,Palicourea calycina,Palicourea calycina,759030-1,759030-1,Species
Palicourea campylopoda,18.85,3263.8,374.0,50.0,Palicourea campylopoda,Palicourea campylopoda,Palicourea campylopoda,60473620-2,60473620-2,Species
Palicourea canarina,16.25,1695.3,739.5,53.0,Palicourea canarina,Palicourea canarina,Palicourea canarina,313560-2,313560-2,Species
Palicourea cardonae,23.55,2904.2,326.5,44.0,Palicourea cardonae,Palicourea cardonae,Palicourea cardonae,180939-2,180939-2,Species
Palicourea cenepensis,22.35,2493.75,488.0,49.0,Palicourea cenepensis,Palicourea cenepensis,Palicourea cenepensis,77153559-1,77153559-1,Species
Palicourea ceratophora,24.85,3107.5,492.0,45.5,Palicourea ceratophora,Palicourea ceratophora,Palicourea ceratophora,77187646-1,77187646-1,Species
Palicourea charianthema,25.55,3273.6,374.0,44.0,Palicourea charianthema,Palicourea charianthema,Palicourea charianthema,180943-2,180943-2,Species
Palicourea chimboracensis,20.55,3152.65,422.0,54.0,Palicourea chimboracensis,Palicourea chimboracensis,Palicourea chimboracensis,180944-2,180944-2,Species
Palicourea chlorobotrya,19.25,2451.1,487.0,53.0,Palicourea chlorobotrya,Palicourea chlorobotrya,Palicourea chlorobotrya,77115598-1,77115598-1,Species
Palicourea chlorobotrya subsp. oaxacana,21.35,2626.7,393.0,53.0,Palicourea chlorobotrya subsp. oaxacana,Palicourea chlorobotrya,Palicourea chlorobotrya,77115598-1,77115598-1,Species
Palicourea cogolloi,15.399999999999999,3686.8999999999996,579.0,50.5,Palicourea cogolloi,Palicourea cogolloi,Palicourea cogolloi,319769-2,319769-2,Species
Palicourea compta,24.65,2661.3,380.0,51.0,Palicourea compta,Palicourea compta,Palicourea compta,77148082-1,77148082-1,Species
Palicourea conephoroides,18.95,1990.25,446.0,53.0,Palicourea conephoroides,Palicourea conephoroides,Palicourea conephoroides,77153534-1,77153534-1,Species
Palicourea consobrina,19.35,1887.5,397.5,49.0,Palicourea consobrina,Palicourea consobrina,Palicourea consobrina,180956-2,180956-2,Species
Palicourea corniculata,15.25,4111.1,855.0,52.0,Palicourea corniculata,Palicourea corniculata,Palicourea corniculata,313564-2,313564-2,Species
Palicourea corymbosa,20.75,2393.4,742.5,51.0,Palicourea corymbosa,Palicourea corymbosa,Palicourea corymbosa,77150865-1,77150865-1,Species
Palicourea crocea,25.25,2030.4,306.0,52.0,Palicourea crocea,Palicourea crocea,Palicourea crocea,759061-1,759061-1,Species
Palicourea crocea var. intermedia,22.05,1446.4,,,Palicourea crocea var. intermedia,Palicourea crocea,Palicourea crocea,759061-1,759061-1,Species
Palicourea cuatrecasasii,15.95,2398.2,511.5,53.0,Palicourea cuatrecasasii,Palicourea cuatrecasasii,Palicourea cuatrecasasii,180967-2,180967-2,Species
Palicourea cuspidulata,24.55,2739.7,469.0,48.0,Palicourea cuspidulata,Palicourea cuspidulata,Palicourea cuspidulata,77148086-1,77148086-1,Species
Palicourea cyanantha,16.6,2460.3500000000004,578.0,52.0,Palicourea cyanantha,Palicourea cyanantha,Palicourea cyanantha,180968-2,180968-2,Species
Palicourea decipiens,25.75,2346.0,245.0,47.0,Palicourea decipiens,Palicourea decipiens,Palicourea decipiens,180973-2,180973-2,Species
Palicourea demissa,15.45,2827.95,512.5,53.0,Palicourea demissa,Palicourea demissa,Palicourea demissa,180974-2,180974-2,Species
Palicourea demissa var. chimo,15.25,2036.6499999999999,461.0,55.0,Palicourea demissa var. chimo,Palicourea demissa,Palicourea demissa,180974-2,180974-2,Species
Palicourea denslowiae,23.25,4775.5,484.0,50.0,Palicourea denslowiae,Palicourea denslowiae,Palicourea denslowiae,180979-2,180979-2,Species
Palicourea diguana,19.75,4446.0,494.0,50.0,Palicourea diguana,Palicourea diguana,Palicourea diguana,77112248-1,77112248-1,Species
Palicourea dimorphandroides,22.7,3566.85,482.0,53.5,Palicourea dimorphandroides,Palicourea dimorphandroides,Palicourea dimorphandroides,989664-1,989664-1,Species
Palicourea dodsoniana,22.950000000000003,3529.1000000000004,455.0,53.0,Palicourea dodsoniana,Palicourea dodsoniana,Palicourea dodsoniana,77160481-1,77160481-1,Species
Palicourea dorantha,19.700000000000003,2842.55,477.5,52.0,Palicourea dorantha,Palicourea dorantha,Palicourea dorantha,180982-2,180982-2,Species
Palicourea duckei,25.95,2276.3,291.0,42.0,Palicourea duckei,Palicourea duckei,Palicourea duckei,180983-2,180983-2,Species
