,taxa,AntiMal_Metabolites,AntiBac_Metabolites,antimal_snippet,antibac_snippet,Source
5732,Raphionacme michelii,,,"""[]""","""[]""",KNApSAcK
5733,Raphionacme moyalica,,,"""[]""","""[]""",KNApSAcK
5734,Raphionacme namibiana,,,"""[]""","""[]""",KNApSAcK
5735,Raphionacme palustris,,,"""[]""","""[]""",KNApSAcK
5736,Raphionacme procumbens,,,"""[]""","""[]""",KNApSAcK
5737,Raphionacme pulchella,,,"""[]""","""[]""",KNApSAcK
5738,Raphionacme splendens,,,"""[]""","""[]""",KNApSAcK
5739,Raphionacme splendens subsp. bingeri,,,"""[]""","""[]""",KNApSAcK
5740,Raphionacme splendens subsp. splendens,,,"""[]""","""[]""",KNApSAcK
5741,Raphionacme sylvicola,,,"""[]""","""[]""",KNApSAcK
5742,Raphionacme utilis,,,"""[]""","""[]""",KNApSAcK
5743,Raphionacme velutina,,,"""[]""","""[]""",KNApSAcK
5744,Raphionacme vignei,,,"""[]""","""[]""",KNApSAcK
5745,Raphionacme villicorona,,,"""[]""","""[]""",KNApSAcK
5746,Raphionacme welwitschii,,,"""[]""","""[]""",KNApSAcK
5747,Raphionacme zeyheri,,,"""[]""","""[]""",KNApSAcK
5748,Rauvolfia amsoniifolia,,,"""[]""","""[]""",KNApSAcK
5749,Rauvolfia andina,,,"""[]""","""[]""",KNApSAcK
5750,Rauvolfia anomala,,,"""[]""","""[]""",KNApSAcK
5751,Rauvolfia aphlebia,,,"""[]""","""[]""",KNApSAcK
5752,Rauvolfia atlantica,,,"""[]""","""[]""",KNApSAcK
5753,Rauvolfia bahiensis,,,"""[]""","""[]""",KNApSAcK
5754,Rauvolfia balansae,,,"""[]""","""[]""",KNApSAcK
5755,Rauvolfia balansae subsp. balansae,,,"""[]""","""[]""",KNApSAcK
5756,Rauvolfia balansae var. basicola,,,"""[]""","""[]""",KNApSAcK
5757,Rauvolfia balansae subsp. schumanniana,,,"""[]""","""[]""",KNApSAcK
5758,Rauvolfia biauriculata,,,"""[]""","""[]""",KNApSAcK
5759,Rauvolfia caffra,,,"""[]""","""[]""",KNApSAcK
5760,Rauvolfia cambodiana,,,"""[]""","""[]""",KNApSAcK
5761,Rauvolfia capixabae,,,"""[]""","""[]""",KNApSAcK
5762,Rauvolfia capuronii,,,"""[]""","""[]""",KNApSAcK
5763,Rauvolfia chaudocensis,,,"""[]""","""[]""",KNApSAcK
5764,Rauvolfia cubana,,,"""[]""","""[]""",KNApSAcK
5765,Rauvolfia decurva,,,"""[]""","""[]""",KNApSAcK
5766,Rauvolfia dichotoma,,,"""[]""","""[]""",KNApSAcK
5767,Rauvolfia gracilis,,,"""[]""","""[]""",KNApSAcK
5768,Rauvolfia grandiflora,,,"""[]""","""[]""",KNApSAcK
5769,Rauvolfia hookeri,,,"""[]""","""[]""",KNApSAcK
5770,Rauvolfia insularis,,,"""[]""","""[]""",KNApSAcK
5771,Rauvolfia javanica,,,"""[]""","""[]""",KNApSAcK
5772,Rauvolfia kamarora,,,"""[]""","""[]""",KNApSAcK
5773,Rauvolfia leptophylla,,,"""[]""","""[]""",KNApSAcK
5774,Rauvolfia letouzeyi,,,"""[]""","""[]""",KNApSAcK
5775,Rauvolfia ligustrina,,,"""[]""","""[]""",KNApSAcK
5776,Rauvolfia linearifolia,,,"""[]""","""[]""",KNApSAcK
5777,Rauvolfia littoralis,,,"""[]""","""[]""",KNApSAcK
5778,Rauvolfia macrantha,,,"""[]""","""[]""",KNApSAcK
5779,Rauvolfia mannii,,,"""[]""","""[]""",KNApSAcK
5780,Rauvolfia mattfeldiana,,,"""[]""","""[]""",KNApSAcK
5781,Rauvolfia maxima,,,"""[]""","""[]""",KNApSAcK
5782,Rauvolfia media,,,"""[]""","""[]""",KNApSAcK
5783,Rauvolfia micrantha,,,"""[]""","""[]""",KNApSAcK
5784,Rauvolfia microcarpa,,,"""[]""","""[]""",KNApSAcK
5785,Rauvolfia moluccana,,,"""[]""","""[]""",KNApSAcK
5786,Rauvolfia mombasiana,,,"""[]""","""[]""",KNApSAcK
5787,Rauvolfia moricandii,,,"""[]""","""[]""",KNApSAcK
5788,Rauvolfia nana,,,"""[]""","""[]""",KNApSAcK
5789,Rauvolfia nitida,,,"""[]""","""[]""",KNApSAcK
5790,Rauvolfia nukuhivensis,,,"""[]""","""[]""",KNApSAcK
5791,Rauvolfia obtusiflora,,,"""[]""","""[]""",KNApSAcK
5792,Rauvolfia oligantha,,,"""[]""","""[]""",KNApSAcK
5793,Rauvolfia pachyphylla,,,"""[]""","""[]""",KNApSAcK
5794,Rauvolfia paraensis,,,"""[]""","""[]""",KNApSAcK
5795,Rauvolfia paucifolia,,,"""[]""","""[]""",KNApSAcK
5796,Rauvolfia pentaphylla,,,"""[]""","""[]""",KNApSAcK
5797,Rauvolfia polyphylla,,,"""[]""","""[]""",KNApSAcK
5798,Rauvolfia praecox,,,"""[]""","""[]""",KNApSAcK
5799,Rauvolfia pruinosifolia,,,"""[]""","""[]""",KNApSAcK
5800,Rauvolfia purpurascens,,,"""[]""","""[]""",KNApSAcK
5801,Rauvolfia rhonhofiae,,,"""[]""","""[]""",KNApSAcK
5802,Rauvolfia rivularis,,,"""[]""","""[]""",KNApSAcK
5803,Rauvolfia rostrata,,,"""[]""","""[]""",KNApSAcK
5804,Rauvolfia sachetiae,,,"""[]""","""[]""",KNApSAcK
5805,Rauvolfia salicifolia,,,"""[]""","""[]""",KNApSAcK
5806,Rauvolfia sanctorum,,,"""[]""","""[]""",KNApSAcK
5807,Rauvolfia sandwicensis,,,"""[]""","""[]""",KNApSAcK
5808,Rauvolfia schuelii,,,"""[]""","""[]""",KNApSAcK
5809,Rauvolfia sellowii,,,"""[]""","""[]""",KNApSAcK
5810,Rauvolfia semperflorens,,,"""[]""","""[]""",KNApSAcK
5811,Rauvolfia semperflorens var. insularis,,,"""[]""","""[]""",KNApSAcK
5812,Rauvolfia semperflorens var. semperflorens,,,"""[]""","""[]""",KNApSAcK
5813,Rauvolfia semperflorens var. viridis,,,"""[]""","""[]""",KNApSAcK
5814,Rauvolfia serpentina,,1.0,"""[]""","""['Ajmalicine']""",KNApSAcK
5815,Rauvolfia sevenetii,,,"""[]""","""[]""",KNApSAcK
5816,Rauvolfia spathulata,,,"""[]""","""[]""",KNApSAcK
5817,Rauvolfia sprucei,,,"""[]""","""[]""",KNApSAcK
5818,Rauvolfia steyermarkii,,,"""[]""","""[]""",KNApSAcK
5819,Rauvolfia sumatrana,,,"""[]""","""[]""",KNApSAcK
5820,Rauvolfia tetraphylla,,,"""[]""","""[]""",KNApSAcK
5821,Rauvolfia tiaolushanensis,,,"""[]""","""[]""",KNApSAcK
5822,Rauvolfia verticillata,,1.0,"""[]""","""['Robinin']""",KNApSAcK
5823,Rauvolfia viridis,,,"""[]""","""[]""",KNApSAcK
5824,Rauvolfia volkensii,,,"""[]""","""[]""",KNApSAcK
5825,Rauvolfia vomitoria,,,"""[]""","""[]""",KNApSAcK
5826,Rauvolfia weddeliana,,,"""[]""","""[]""",KNApSAcK
5827,Rauvolfia woodsoniana,,,"""[]""","""[]""",KNApSAcK
5828,Rhabdadenia biflora,,,"""[]""","""[]""",KNApSAcK
5829,Rhabdadenia madida,,,"""[]""","""[]""",KNApSAcK
5830,Rhabdadenia ragonesei,,,"""[]""","""[]""",KNApSAcK
5831,Rhazya greissii,,,"""[]""","""[]""",KNApSAcK
5832,Rhazya stricta,,1.0,"""[]""","""['Robinin']""",KNApSAcK
5833,Rhigospira quadrangularis,,,"""[]""","""[]""",KNApSAcK
5834,Rhyssolobium dumosum,,,"""[]""","""[]""",KNApSAcK
5835,Rhytidocaulon arachnoideum,,,"""[]""","""[]""",KNApSAcK
5836,Rhytidocaulon baricum,,,"""[]""","""[]""",KNApSAcK
5837,Rhytidocaulon ciliatum,,,"""[]""","""[]""",KNApSAcK
5838,Rhytidocaulon elegantissimum,,,"""[]""","""[]""",KNApSAcK
5839,Rhytidocaulon fulleri,,,"""[]""","""[]""",KNApSAcK
5840,Rhytidocaulon macrolobum,,,"""[]""","""[]""",KNApSAcK
5841,Rhytidocaulon macrolobum subsp. macrolobum,,,"""[]""","""[]""",KNApSAcK
5842,Rhytidocaulon macrolobum subsp. minimum,,,"""[]""","""[]""",KNApSAcK
5843,Rhytidocaulon mccoyi,,,"""[]""","""[]""",KNApSAcK
5844,Rhytidocaulon molamatarense,,,"""[]""","""[]""",KNApSAcK
5845,Rhytidocaulon paradoxum,,,"""[]""","""[]""",KNApSAcK
5846,Rhytidocaulon piliferum,,,"""[]""","""[]""",KNApSAcK
5847,Rhytidocaulon pseudosubscandens,,,"""[]""","""[]""",KNApSAcK
5848,Rhytidocaulon richardianum,,,"""[]""","""[]""",KNApSAcK
5849,Rhytidocaulon sheilae,,,"""[]""","""[]""",KNApSAcK
5850,Rhytidocaulon specksii,,,"""[]""","""[]""",KNApSAcK
5851,Rhytidocaulon splendidum,,,"""[]""","""[]""",KNApSAcK
5852,Rhytidocaulon subscandens,,,"""[]""","""[]""",KNApSAcK
5853,Rhytidocaulon tortum,,,"""[]""","""[]""",KNApSAcK
5854,Rhytidostemma badilloi,,,"""[]""","""[]""",KNApSAcK
5855,Rhytidostemma floresii,,,"""[]""","""[]""",KNApSAcK
5856,Rhytidostemma fontellanum,,,"""[]""","""[]""",KNApSAcK
5857,Rhytidostemma hoffmanii,,,"""[]""","""[]""",KNApSAcK
5858,Rhytidostemma laurae,,,"""[]""","""[]""",KNApSAcK
5859,Rhytidostemma peruvianum,,,"""[]""","""[]""",KNApSAcK
5860,Rhytidostemma surinamense,,,"""[]""","""[]""",KNApSAcK
5861,Rhytidostemma viride,,,"""[]""","""[]""",KNApSAcK
5862,Rhytidostemma viride subsp. mcphersonii,,,"""[]""","""[]""",KNApSAcK
5863,Rhytidostemma viride subsp. viride,,,"""[]""","""[]""",KNApSAcK
5864,Richtersveldia columnaris,,,"""[]""","""[]""",KNApSAcK
5865,Riocreuxia aberrans,,,"""[]""","""[]""",KNApSAcK
5866,Riocreuxia alexandrina,,,"""[]""","""[]""",KNApSAcK
5867,Riocreuxia bolusii,,,"""[]""","""[]""",KNApSAcK
5868,Riocreuxia chrysochroma,,,"""[]""","""[]""",KNApSAcK
5869,Riocreuxia flanaganii,,,"""[]""","""[]""",KNApSAcK
5870,Riocreuxia picta,,,"""[]""","""[]""",KNApSAcK
5871,Riocreuxia polyantha,,,"""[]""","""[]""",KNApSAcK
5872,Riocreuxia splendida,,,"""[]""","""[]""",KNApSAcK
5873,Riocreuxia torulosa,,,"""[]""","""[]""",KNApSAcK
5874,Riocreuxia woodii,,,"""[]""","""[]""",KNApSAcK
5875,Riparoampelos amazonicus,,,"""[]""","""[]""",KNApSAcK
5876,Rojasia bornmuelleri,,,"""[]""","""[]""",KNApSAcK
5877,Rojasia gracilis,,,"""[]""","""[]""",KNApSAcK
5878,Rotundanthus fulvidus,,,"""[]""","""[]""",KNApSAcK
5879,Ruehssia altissima,,,"""[]""","""[]""",KNApSAcK
5880,Ruehssia amorimii,,,"""[]""","""[]""",KNApSAcK
5881,Ruehssia amylacea,,,"""[]""","""[]""",KNApSAcK
5882,Ruehssia avacanoeira,,,"""[]""","""[]""",KNApSAcK
5883,Ruehssia bergii,,,"""[]""","""[]""",KNApSAcK
5884,Ruehssia brasiliensis,,,"""[]""","""[]""",KNApSAcK
5885,Ruehssia breviramosa,,,"""[]""","""[]""",KNApSAcK
5886,Ruehssia caatingae,,,"""[]""","""[]""",KNApSAcK
5887,Ruehssia calcaria,,,"""[]""","""[]""",KNApSAcK
5888,Ruehssia carvalhoi,,,"""[]""","""[]""",KNApSAcK
5889,Ruehssia clausa,,,"""[]""","""[]""",KNApSAcK
5890,Ruehssia cubensis,,,"""[]""","""[]""",KNApSAcK
5891,Ruehssia dorothyae,,,"""[]""","""[]""",KNApSAcK
5892,Ruehssia fontellana,,,"""[]""","""[]""",KNApSAcK
5893,Ruehssia fusca,,,"""[]""","""[]""",KNApSAcK
5894,Ruehssia hatschbachii,,,"""[]""","""[]""",KNApSAcK
5895,Ruehssia heringeri,,,"""[]""","""[]""",KNApSAcK
5896,Ruehssia hilariana,,,"""[]""","""[]""",KNApSAcK
5897,Ruehssia hilariana var. hilariana,,,"""[]""","""[]""",KNApSAcK
5898,Ruehssia hilariana var. macieliana,,,"""[]""","""[]""",KNApSAcK
5899,Ruehssia lauretiana,,,"""[]""","""[]""",KNApSAcK
5900,Ruehssia laxiflora,,,"""[]""","""[]""",KNApSAcK
5901,Ruehssia lindenii,,,"""[]""","""[]""",KNApSAcK
5902,Ruehssia linearis,,,"""[]""","""[]""",KNApSAcK
5903,Ruehssia longiflora,,,"""[]""","""[]""",KNApSAcK
5904,Ruehssia loniceroides,,,"""[]""","""[]""",KNApSAcK
5905,Ruehssia macrophylla,,,"""[]""","""[]""",KNApSAcK
5906,Ruehssia malmeana,,,"""[]""","""[]""",KNApSAcK
5907,Ruehssia megalantha,,,"""[]""","""[]""",KNApSAcK
5908,Ruehssia micrantha,,,"""[]""","""[]""",KNApSAcK
5909,Ruehssia minutiflora,,,"""[]""","""[]""",KNApSAcK
5910,Ruehssia montana,,,"""[]""","""[]""",KNApSAcK
5911,Ruehssia nana,,,"""[]""","""[]""",KNApSAcK
5912,Ruehssia neomanarae,,,"""[]""","""[]""",KNApSAcK
5913,Ruehssia otoniensis,,,"""[]""","""[]""",KNApSAcK
5914,Ruehssia paganuccii,,,"""[]""","""[]""",KNApSAcK
5915,Ruehssia paraibana,,,"""[]""","""[]""",KNApSAcK
5916,Ruehssia phallica,,,"""[]""","""[]""",KNApSAcK
5917,Ruehssia pickelii,,,"""[]""","""[]""",KNApSAcK
5918,Ruehssia pinetorum,,,"""[]""","""[]""",KNApSAcK
5919,Ruehssia riparia,,,"""[]""","""[]""",KNApSAcK
5920,Ruehssia rubrofusca,,,"""[]""","""[]""",KNApSAcK
5921,Ruehssia rupestris,,,"""[]""","""[]""",KNApSAcK
5922,Ruehssia saturejifolia,,,"""[]""","""[]""",KNApSAcK
5923,Ruehssia serpentina,,,"""[]""","""[]""",KNApSAcK
5924,Ruehssia sessilifolia,,,"""[]""","""[]""",KNApSAcK
5925,Ruehssia sprucei,,,"""[]""","""[]""",KNApSAcK
5926,Ruehssia suberosa,,,"""[]""","""[]""",KNApSAcK
5927,Ruehssia sumiderensis,,,"""[]""","""[]""",KNApSAcK
5928,Ruehssia thomasii,,,"""[]""","""[]""",KNApSAcK
5929,Ruehssia trisegmentata,,,"""[]""","""[]""",KNApSAcK
5930,Ruehssia ulei,,,"""[]""","""[]""",KNApSAcK
5931,Ruehssia umbellata,,,"""[]""","""[]""",KNApSAcK
5932,Ruehssia vinciflora,,,"""[]""","""[]""",KNApSAcK
5933,Ruehssia virgultorum,,,"""[]""","""[]""",KNApSAcK
5934,Ruehssia weddellii,,,"""[]""","""[]""",KNApSAcK
5935,Ruehssia yamanigueyensis,,,"""[]""","""[]""",KNApSAcK
5936,Ruehssia zehntneri,,,"""[]""","""[]""",KNApSAcK
5937,Saba comorensis,,,"""[]""","""[]""",KNApSAcK
5938,Saba senegalensis,,,"""[]""","""[]""",KNApSAcK
5939,Saba thompsonii,,,"""[]""","""[]""",KNApSAcK
5940,Sacleuxia newii,,,"""[]""","""[]""",KNApSAcK
5941,Sacleuxia tuberosa,,,"""[]""","""[]""",KNApSAcK
5942,Sarcolobus borneensis,,,"""[]""","""[]""",KNApSAcK
5943,Sarcolobus brachystephanus,,,"""[]""","""[]""",KNApSAcK
5944,Sarcolobus cambogensis,,,"""[]""","""[]""",KNApSAcK
5945,Sarcolobus carinatus,,,"""[]""","""[]""",KNApSAcK
5946,Sarcolobus globosus,,,"""[]""","""[]""",KNApSAcK
5947,Sarcolobus globosus subsp. globosus,,,"""[]""","""[]""",KNApSAcK
5948,Sarcolobus globosus subsp. peregrinus,,,"""[]""","""[]""",KNApSAcK
5949,Sarcolobus hullsii,,,"""[]""","""[]""",KNApSAcK
5950,Sarcolobus kaniensis,,,"""[]""","""[]""",KNApSAcK
5951,Sarcolobus luzonensis,,,"""[]""","""[]""",KNApSAcK
5952,Sarcolobus merrillii,,,"""[]""","""[]""",KNApSAcK
5953,Sarcolobus oblongus,,,"""[]""","""[]""",KNApSAcK
5954,Sarcolobus pierrei,,,"""[]""","""[]""",KNApSAcK
5955,Sarcolobus porcatus,,,"""[]""","""[]""",KNApSAcK
5956,Sarcolobus retusus,,,"""[]""","""[]""",KNApSAcK
5957,Sarcolobus ritae,,,"""[]""","""[]""",KNApSAcK
5958,Sarcolobus rubescens,,,"""[]""","""[]""",KNApSAcK
5959,Sarcolobus spathulatus,,,"""[]""","""[]""",KNApSAcK
5960,Sarcolobus stenophyllus,,,"""[]""","""[]""",KNApSAcK
5961,Sarcolobus subnudus,,,"""[]""","""[]""",KNApSAcK
5962,Sarcolobus venulosus,,,"""[]""","""[]""",KNApSAcK
5963,Sarcolobus vittatus,,,"""[]""","""[]""",KNApSAcK
5964,Sarcorrhiza epiphytica,,,"""[]""","""[]""",KNApSAcK
5965,Schistonema weberbaueri,,,"""[]""","""[]""",KNApSAcK
5966,Schizoglossum amatolicum,,,"""[]""","""[]""",KNApSAcK
5967,Schizoglossum angolense,,,"""[]""","""[]""",KNApSAcK
5968,Schizoglossum aschersonianum,,,"""[]""","""[]""",KNApSAcK
5969,Schizoglossum aschersonianum var. aschersonianum,,,"""[]""","""[]""",KNApSAcK
5970,Schizoglossum aschersonianum var. longipes,,,"""[]""","""[]""",KNApSAcK
5971,Schizoglossum aschersonianum var. pygmaeum,,,"""[]""","""[]""",KNApSAcK
5972,Schizoglossum aschersonianum var. radiatum,,,"""[]""","""[]""",KNApSAcK
5973,Schizoglossum atropurpureum,,,"""[]""","""[]""",KNApSAcK
5974,Schizoglossum atropurpureum subsp. atropurpureum,,,"""[]""","""[]""",KNApSAcK
5975,Schizoglossum atropurpureum subsp. tridentatum,,,"""[]""","""[]""",KNApSAcK
5976,Schizoglossum atropurpureum subsp. virens,,,"""[]""","""[]""",KNApSAcK
5977,Schizoglossum austromontanum,,,"""[]""","""[]""",KNApSAcK
5978,Schizoglossum barbatum,,,"""[]""","""[]""",KNApSAcK
5979,Schizoglossum bidens,,,"""[]""","""[]""",KNApSAcK
5980,Schizoglossum bidens subsp. atrorubens,,,"""[]""","""[]""",KNApSAcK
5981,Schizoglossum bidens subsp. bidens,,,"""[]""","""[]""",KNApSAcK
5982,Schizoglossum bidens subsp. galpinii,,,"""[]""","""[]""",KNApSAcK
5983,Schizoglossum bidens subsp. gracile,,,"""[]""","""[]""",KNApSAcK
5984,Schizoglossum bidens subsp. hirtum,,,"""[]""","""[]""",KNApSAcK
5985,Schizoglossum bidens subsp. pachyglossum,,,"""[]""","""[]""",KNApSAcK
5986,Schizoglossum bidens subsp. productum,,,"""[]""","""[]""",KNApSAcK
5987,Schizoglossum cordifolium,,,"""[]""","""[]""",KNApSAcK
5988,Schizoglossum crassipes,,,"""[]""","""[]""",KNApSAcK
5989,Schizoglossum elingue,,,"""[]""","""[]""",KNApSAcK
5990,Schizoglossum elingue subsp. elingue,,,"""[]""","""[]""",KNApSAcK
5991,Schizoglossum elingue subsp. purpureum,,,"""[]""","""[]""",KNApSAcK
5992,Schizoglossum flavum,,,"""[]""","""[]""",KNApSAcK
5993,Schizoglossum garcianum,,,"""[]""","""[]""",KNApSAcK
5994,Schizoglossum graminifolium,,,"""[]""","""[]""",KNApSAcK
5995,Schizoglossum hamatum,,,"""[]""","""[]""",KNApSAcK
5996,Schizoglossum hilliardiae,,,"""[]""","""[]""",KNApSAcK
5997,Schizoglossum ingomense,,,"""[]""","""[]""",KNApSAcK
5998,Schizoglossum linifolium,,,"""[]""","""[]""",KNApSAcK
5999,Schizoglossum linifolium var. centrirostratum,,,"""[]""","""[]""",KNApSAcK
6000,Schizoglossum linifolium var. linifolium,,,"""[]""","""[]""",KNApSAcK
6001,Schizoglossum montanum,,,"""[]""","""[]""",KNApSAcK
6002,Schizoglossum nitidum,,,"""[]""","""[]""",KNApSAcK
6003,Schizoglossum peglerae,,,"""[]""","""[]""",KNApSAcK
6004,Schizoglossum quadridens,,,"""[]""","""[]""",KNApSAcK
6005,Schizoglossum rubiginosum,,,"""[]""","""[]""",KNApSAcK
6006,Schizoglossum saccatum,,,"""[]""","""[]""",KNApSAcK
6007,Schizoglossum singulare,,,"""[]""","""[]""",KNApSAcK
6008,Schizoglossum stenoglossum,,,"""[]""","""[]""",KNApSAcK
6009,Schizoglossum stenoglossum subsp. flavum,,,"""[]""","""[]""",KNApSAcK
6010,Schizoglossum stenoglossum subsp. latifolium,,,"""[]""","""[]""",KNApSAcK
6011,Schizoglossum stenoglossum subsp. stenoglossum,,,"""[]""","""[]""",KNApSAcK
6012,Schizoglossum viridulum,,,"""[]""","""[]""",KNApSAcK
6013,Schizostephanus alatus,,,"""[]""","""[]""",KNApSAcK
6014,Schizostephanus gossweileri,,,"""[]""","""[]""",KNApSAcK
6015,Schizozygia coffeoides,,,"""[]""","""[]""",KNApSAcK
6016,Schlechterella abyssinica,,,"""[]""","""[]""",KNApSAcK
6017,Schlechterella africana,,,"""[]""","""[]""",KNApSAcK
6018,Schubertia grandiflora,,,"""[]""","""[]""",KNApSAcK
6019,Schubertia hatschbachii,,,"""[]""","""[]""",KNApSAcK
6020,Schubertia kefersteinii,,,"""[]""","""[]""",KNApSAcK
6021,Schubertia morilloana,,,"""[]""","""[]""",KNApSAcK
6022,Schubertia multiflora,,,"""[]""","""[]""",KNApSAcK
6023,Schubertia schreiteri,,,"""[]""","""[]""",KNApSAcK
6024,Scyphostelma beckii,,,"""[]""","""[]""",KNApSAcK
6025,Scyphostelma bifidum,,,"""[]""","""[]""",KNApSAcK
6026,Scyphostelma brachyphyllum,,,"""[]""","""[]""",KNApSAcK
6027,Scyphostelma carmenaemiliae,,,"""[]""","""[]""",KNApSAcK
6028,Scyphostelma chimboracense,,,"""[]""","""[]""",KNApSAcK
6029,Scyphostelma confusum,,,"""[]""","""[]""",KNApSAcK
6030,Scyphostelma ecuadorense,,,"""[]""","""[]""",KNApSAcK
6031,Scyphostelma filisepalum,,,"""[]""","""[]""",KNApSAcK
6032,Scyphostelma granatensis,,,"""[]""","""[]""",KNApSAcK
6033,Scyphostelma harlingii,,,"""[]""","""[]""",KNApSAcK
6034,Scyphostelma intricatum,,,"""[]""","""[]""",KNApSAcK
6035,Scyphostelma isidrense,,,"""[]""","""[]""",KNApSAcK
6036,Scyphostelma lechleri,,,"""[]""","""[]""",KNApSAcK
6037,Scyphostelma longecalicinum,,,"""[]""","""[]""",KNApSAcK
6038,Scyphostelma luteynii,,,"""[]""","""[]""",KNApSAcK
6039,Scyphostelma microphylla,,,"""[]""","""[]""",KNApSAcK
6040,Scyphostelma nubicola,,,"""[]""","""[]""",KNApSAcK
6041,Scyphostelma pichinchense,,,"""[]""","""[]""",KNApSAcK
6042,Scyphostelma rugosum,,,"""[]""","""[]""",KNApSAcK
6043,Scyphostelma ruizteranii,,,"""[]""","""[]""",KNApSAcK
6044,Scyphostelma serpyllifolium,,,"""[]""","""[]""",KNApSAcK
6045,Scyphostelma siderocalyx,,,"""[]""","""[]""",KNApSAcK
6046,Scyphostelma sodiroi,,,"""[]""","""[]""",KNApSAcK
6047,Scyphostelma tenellum,,,"""[]""","""[]""",KNApSAcK
6048,Scyphostelma trianae,,,"""[]""","""[]""",KNApSAcK
6049,Scyphostelma veleziae,,,"""[]""","""[]""",KNApSAcK
6050,Scyphostelma velutinum,,,"""[]""","""[]""",KNApSAcK
6051,Scyphostelma wurdackii,,,"""[]""","""[]""",KNApSAcK
6052,Secamone africana,,,"""[]""","""[]""",KNApSAcK
6053,Secamone afzelii,,,"""[]""","""[]""",KNApSAcK
6054,Secamone alba,,,"""[]""","""[]""",KNApSAcK
6055,Secamone alpini,,,"""[]""","""[]""",KNApSAcK
6056,Secamone andamanica,,,"""[]""","""[]""",KNApSAcK
6057,Secamone angustifolioides,,,"""[]""","""[]""",KNApSAcK
6058,Secamone ankarensis,,,"""[]""","""[]""",KNApSAcK
6059,Secamone astephana,,,"""[]""","""[]""",KNApSAcK
6060,Secamone attenuata,,,"""[]""","""[]""",KNApSAcK
6061,Secamone attenuifolia,,,"""[]""","""[]""",KNApSAcK
6062,Secamone auriculata,,,"""[]""","""[]""",KNApSAcK
6063,Secamone australis,,,"""[]""","""[]""",KNApSAcK
6064,Secamone axillaris,,,"""[]""","""[]""",KNApSAcK
6065,Secamone badia,,,"""[]""","""[]""",KNApSAcK
6066,Secamone bemarahensis,,,"""[]""","""[]""",KNApSAcK
6067,Secamone betamponensis,,,"""[]""","""[]""",KNApSAcK
6068,Secamone bicolor,,,"""[]""","""[]""",KNApSAcK
6069,Secamone bifida,,,"""[]""","""[]""",KNApSAcK
6070,Secamone bonii,,,"""[]""","""[]""",KNApSAcK
6071,Secamone bosseri,,,"""[]""","""[]""",KNApSAcK
6072,Secamone brachystigma,,,"""[]""","""[]""",KNApSAcK
6073,Secamone brevicoronata,,,"""[]""","""[]""",KNApSAcK
6074,Secamone brevipes,,,"""[]""","""[]""",KNApSAcK
6075,Secamone buxifolia,,,"""[]""","""[]""",KNApSAcK
6076,Secamone capitata,,,"""[]""","""[]""",KNApSAcK
6077,Secamone castanea,,,"""[]""","""[]""",KNApSAcK
6078,Secamone caudata,,,"""[]""","""[]""",KNApSAcK
6079,Secamone celebica,,,"""[]""","""[]""",KNApSAcK
6080,Secamone chouxii,,,"""[]""","""[]""",KNApSAcK
6081,Secamone clavistyla,,,"""[]""","""[]""",KNApSAcK
6082,Secamone cloiselii,,,"""[]""","""[]""",KNApSAcK
6083,Secamone coronata,,,"""[]""","""[]""",KNApSAcK
6084,Secamone cristata,,,"""[]""","""[]""",KNApSAcK
6085,Secamone cristata subsp. bipilosa,,,"""[]""","""[]""",KNApSAcK
6086,Secamone cristata subsp. clavata,,,"""[]""","""[]""",KNApSAcK
6087,Secamone cristata subsp. cristata,,,"""[]""","""[]""",KNApSAcK
6088,Secamone cristata subsp. densiflora,,,"""[]""","""[]""",KNApSAcK
6089,Secamone cuneifolia,,,"""[]""","""[]""",KNApSAcK
6090,Secamone curtisii,,,"""[]""","""[]""",KNApSAcK
6091,Secamone delagoensis,,,"""[]""","""[]""",KNApSAcK
6092,Secamone dequairei,,,"""[]""","""[]""",KNApSAcK
6093,Secamone dewevrei,,,"""[]""","""[]""",KNApSAcK
6094,Secamone dewevrei subsp. dewevrei,,,"""[]""","""[]""",KNApSAcK
6095,Secamone dewevrei subsp. elliptica,,,"""[]""","""[]""",KNApSAcK
6096,Secamone dictyoneura,,,"""[]""","""[]""",KNApSAcK
6097,Secamone dilapidans,,,"""[]""","""[]""",KNApSAcK
6098,Secamone discolor,,,"""[]""","""[]""",KNApSAcK
6099,Secamone dolichorhachys,,,"""[]""","""[]""",KNApSAcK
6100,Secamone drepanoloba,,,"""[]""","""[]""",KNApSAcK
6101,Secamone ecoronata,,,"""[]""","""[]""",KNApSAcK
6102,Secamone elegans,,,"""[]""","""[]""",KNApSAcK
6103,Secamone elliotii,,,"""[]""","""[]""",KNApSAcK
6104,Secamone elliptica,,,"""[]""","""[]""",KNApSAcK
6105,Secamone elliptica subsp. elliptica,,,"""[]""","""[]""",KNApSAcK
6106,Secamone elliptica subsp. siamica,,,"""[]""","""[]""",KNApSAcK
6107,Secamone emetica,,,"""[]""","""[]""",KNApSAcK
6108,Secamone erythradenia,,,"""[]""","""[]""",KNApSAcK
6109,Secamone falcata,,,"""[]""","""[]""",KNApSAcK
6110,Secamone ferruginea,,,"""[]""","""[]""",KNApSAcK
6111,Secamone filiformis,,,"""[]""","""[]""",KNApSAcK
