,Accepted_ID,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_Rank,MPNS_Snippet,USDA_Snippet,POWO_Snippet,Wiki_Snippet,PPA_Snippet,SPP_Snippet,WEP_snippet,Sources
43,60445977-2,Alstonia scholaris,Alstonia scholaris,60445977-2,Species,aelele haale:ajan:alstonia:alstonia scholaris:ayugmachchhada:ayugmaparna:ayukachhada:azhilaip-palai:bahuparna:bantale:blackboardtree:blackboard tree:brihattvaka:brihatvaka:captaparanam:captaparani:chaitan:chataan:chatian:chatiana:chatim:chatin:chatiun:chatiyan:chatraparna:chattiyan:chbatiana:chhatamain:chhatan:chhataun:chhatium:chhativan:chhatiwan:chhityon:chitavan:chithon:daevasurippi:daivapala:daivaphal:daivappala:dalegandhi:deng tai ye:devasurippi:devavriksha:devil's tree:deviltree:devil tree:dhalthuna:dita:ditabark:dita bark:dita bark tree:dita-bark tree:doddapala:doddapale:echite:edaakulapaala:edaakulaponna:edakula:edakulaariti:edakula-ariti:edakulapala:edakula-pala:edakulaponna:edakula ponna:edakula-ponna:edakularati:elaaramu:elalaipalai:elaramu:elelebale:elelehale:elelepale:eleyalaga:elilaippalai:elilai-ppalai:elilai-p-palai:elilampala:elilapala:elilapalei:elilappalai:erilampala:ezhilai palai:ezhilai-palai:ezhilaip-palai:ezhilampala:ezhilapala:ezilampala:ezilampalai:gandhiparna:gas rukaththana:grahanasha:grahanashamaparna:grahashi:guchhapushpa:haale:haale mara:hale:jantala:jantale:janthaale mara:janthalla:janthalle:janthatthi:janthra haale:jantrahale:jivani:kaadu haale:kaadu saale:kadusaale:kadusale:kashim (chatim):kodaale:kodale:kodapala:kodu haale:koduhale:koduhale madale:konda ganneru:kotapala:kshatrya:lo ma bdun:madagandha:maddaale:maddale:madi haale:mangalapala:mangalappala:maranallari:milkwood-pine:milky-bean:milky pine:milky-pine:mokkanpala:mudhol:mudihale:mukampala:mukam-palei:mukkampala:mukkanbalai:mukkan-pala:munichhada:na:paalagaruda:paale:pala:palagaruda:pala-garuda:palai:pale:palegaruda:palegarudu:pale jambu:palembu:palimara:palimari:pali-mari:palmira alstonia:payasya:pelai:pulai:purbo:saitan:saitankajhad:saitian gach:saittan ka jat:saptacchada:saptacchadah:saptachadah:saptachhada:saptahva:saptāhvā:saptanga:saptaparna:sapta-parna:saptaparnachal:saptaparnah:saptaparṇa (stem bark):saptaparni:saptaparṅī:sapthaparni:saptha parni:sarada:satanna:satawana:sathi:sathuin:sathvin:sathwin:satiun:satni:sat patia:satuin:satvana:satveen:satvin:satwin:shaitanwood:shalmalipatraka:sharada:sharadipushpa:shirarujam:shuktiparna:sotian:sringiritika:suparnaka:sutipatra:taisan:tang jiao shu:teufelsbaum:thengnu:tirunamappalai:vadirasi:vidha:vinada:vinyaka:visalatvak:visaltvak:visamacchada:vishalatvaka:vishamachhada:wallun:white cheesewood:white-pine:yaksippala:yedakulapala:yelelebaale mara:ঠেঙনু:ගස් රුක්අත්තන,,,,,,pali-mari,MPNS:::::::::::::WEP (Wiersema 2013)
44,60445977-2,Alstonia scholaris,Alstonia scholaris,60445977-2,Species,aelele haale:ajan:alstonia:alstonia scholaris:ayugmachchhada:ayugmaparna:ayukachhada:azhilaip-palai:bahuparna:bantale:blackboardtree:blackboard tree:brihattvaka:brihatvaka:captaparanam:captaparani:chaitan:chataan:chatian:chatiana:chatim:chatin:chatiun:chatiyan:chatraparna:chattiyan:chbatiana:chhatamain:chhatan:chhataun:chhatium:chhativan:chhatiwan:chhityon:chitavan:chithon:daevasurippi:daivapala:daivaphal:daivappala:dalegandhi:deng tai ye:devasurippi:devavriksha:devil's tree:deviltree:devil tree:dhalthuna:dita:ditabark:dita bark:dita bark tree:dita-bark tree:doddapala:doddapale:echite:edaakulapaala:edaakulaponna:edakula:edakulaariti:edakula-ariti:edakulapala:edakula-pala:edakulaponna:edakula ponna:edakula-ponna:edakularati:elaaramu:elalaipalai:elaramu:elelebale:elelehale:elelepale:eleyalaga:elilaippalai:elilai-ppalai:elilai-p-palai:elilampala:elilapala:elilapalei:elilappalai:erilampala:ezhilai palai:ezhilai-palai:ezhilaip-palai:ezhilampala:ezhilapala:ezilampala:ezilampalai:gandhiparna:gas rukaththana:grahanasha:grahanashamaparna:grahashi:guchhapushpa:haale:haale mara:hale:jantala:jantale:janthaale mara:janthalla:janthalle:janthatthi:janthra haale:jantrahale:jivani:kaadu haale:kaadu saale:kadusaale:kadusale:kashim (chatim):kodaale:kodale:kodapala:kodu haale:koduhale:koduhale madale:konda ganneru:kotapala:kshatrya:lo ma bdun:madagandha:maddaale:maddale:madi haale:mangalapala:mangalappala:maranallari:milkwood-pine:milky-bean:milky pine:milky-pine:mokkanpala:mudhol:mudihale:mukampala:mukam-palei:mukkampala:mukkanbalai:mukkan-pala:munichhada:na:paalagaruda:paale:pala:palagaruda:pala-garuda:palai:pale:palegaruda:palegarudu:pale jambu:palembu:palimara:palimari:pali-mari:palmira alstonia:payasya:pelai:pulai:purbo:saitan:saitankajhad:saitian gach:saittan ka jat:saptacchada:saptacchadah:saptachadah:saptachhada:saptahva:saptāhvā:saptanga:saptaparna:sapta-parna:saptaparnachal:saptaparnah:saptaparṇa (stem bark):saptaparni:saptaparṅī:sapthaparni:saptha parni:sarada:satanna:satawana:sathi:sathuin:sathvin:sathwin:satiun:satni:sat patia:satuin:satvana:satveen:satvin:satwin:shaitanwood:shalmalipatraka:sharada:sharadipushpa:shirarujam:shuktiparna:sotian:sringiritika:suparnaka:sutipatra:taisan:tang jiao shu:teufelsbaum:thengnu:tirunamappalai:vadirasi:vidha:vinada:vinyaka:visalatvak:visaltvak:visamacchada:vishalatvaka:vishamachhada:wallun:white cheesewood:white-pine:yaksippala:yedakulapala:yelelebaale mara:ঠেঙনু:ගස් රුක්අත්තන,,,,,,milkwood-pine,MPNS:::::::::::::WEP (Wiersema 2013)
45,60445977-2,Alstonia scholaris,Alstonia scholaris,60445977-2,Species,aelele haale:ajan:alstonia:alstonia scholaris:ayugmachchhada:ayugmaparna:ayukachhada:azhilaip-palai:bahuparna:bantale:blackboardtree:blackboard tree:brihattvaka:brihatvaka:captaparanam:captaparani:chaitan:chataan:chatian:chatiana:chatim:chatin:chatiun:chatiyan:chatraparna:chattiyan:chbatiana:chhatamain:chhatan:chhataun:chhatium:chhativan:chhatiwan:chhityon:chitavan:chithon:daevasurippi:daivapala:daivaphal:daivappala:dalegandhi:deng tai ye:devasurippi:devavriksha:devil's tree:deviltree:devil tree:dhalthuna:dita:ditabark:dita bark:dita bark tree:dita-bark tree:doddapala:doddapale:echite:edaakulapaala:edaakulaponna:edakula:edakulaariti:edakula-ariti:edakulapala:edakula-pala:edakulaponna:edakula ponna:edakula-ponna:edakularati:elaaramu:elalaipalai:elaramu:elelebale:elelehale:elelepale:eleyalaga:elilaippalai:elilai-ppalai:elilai-p-palai:elilampala:elilapala:elilapalei:elilappalai:erilampala:ezhilai palai:ezhilai-palai:ezhilaip-palai:ezhilampala:ezhilapala:ezilampala:ezilampalai:gandhiparna:gas rukaththana:grahanasha:grahanashamaparna:grahashi:guchhapushpa:haale:haale mara:hale:jantala:jantale:janthaale mara:janthalla:janthalle:janthatthi:janthra haale:jantrahale:jivani:kaadu haale:kaadu saale:kadusaale:kadusale:kashim (chatim):kodaale:kodale:kodapala:kodu haale:koduhale:koduhale madale:konda ganneru:kotapala:kshatrya:lo ma bdun:madagandha:maddaale:maddale:madi haale:mangalapala:mangalappala:maranallari:milkwood-pine:milky-bean:milky pine:milky-pine:mokkanpala:mudhol:mudihale:mukampala:mukam-palei:mukkampala:mukkanbalai:mukkan-pala:munichhada:na:paalagaruda:paale:pala:palagaruda:pala-garuda:palai:pale:palegaruda:palegarudu:pale jambu:palembu:palimara:palimari:pali-mari:palmira alstonia:payasya:pelai:pulai:purbo:saitan:saitankajhad:saitian gach:saittan ka jat:saptacchada:saptacchadah:saptachadah:saptachhada:saptahva:saptāhvā:saptanga:saptaparna:sapta-parna:saptaparnachal:saptaparnah:saptaparṇa (stem bark):saptaparni:saptaparṅī:sapthaparni:saptha parni:sarada:satanna:satawana:sathi:sathuin:sathvin:sathwin:satiun:satni:sat patia:satuin:satvana:satveen:satvin:satwin:shaitanwood:shalmalipatraka:sharada:sharadipushpa:shirarujam:shuktiparna:sotian:sringiritika:suparnaka:sutipatra:taisan:tang jiao shu:teufelsbaum:thengnu:tirunamappalai:vadirasi:vidha:vinada:vinyaka:visalatvak:visaltvak:visamacchada:vishalatvaka:vishamachhada:wallun:white cheesewood:white-pine:yaksippala:yedakulapala:yelelebaale mara:ঠেঙনু:ගස් රුක්අත්තන,,,,,,white-pine:white-pine,MPNS:::::::::::::WEP (Wiersema 2013)
46,76602-1,Alstonia venenata,Alstonia venenata,76602-1,Species,addasarpa:adda sarpa:anadana:analivegam:edaakula paala:edakula pala:gandu ganneru:othalam:palamunnipalai:raja-adana:sinnappalai:theeppala:visaghni,,,,,,,MPNS:::::::::::::
47,76628-1,Alyxia buxifolia,Alyxia buxifolia,76628-1,Species,camel bush:dysentery bush:heath box:sea box:tonga bean wood,,,,,,dysentery-bush:dysentery-bush,MPNS:::::::::::::WEP (Wiersema 2013)
48,76797-1,Alyxia sinensis,Alyxia sinensis,76797-1,Species,lian zhu teng,,,,,,,MPNS:::::::::::::
49,76804-1,Alyxia stellata,Alyxia stellata,76804-1,Species,maile,Maile,,,,,,MPNS:USDA Plants Database::::::::::::
50,77167486-1,Amsonia tomentosa var. tomentosa,Amsonia tomentosa,76934-1,Variety,woolly bluestar,woolly bluestar,,,,,,MPNS:USDA Plants Database::::::::::::
51,77012-1,Angadenia berteroi,Angadenia berteroi,77012-1,Species,pineland golden trumpet,pineland golden trumpet,,,,,,MPNS:USDA Plants Database::::::::::::
52,77158412-1,Anodendron parviflorum,Anodendron parviflorum,77158412-1,Species,aswel:gerandidul wel:kaka-kodi:kavali:kiti:maniballi:manibilu:sarakkodi:අස් වැල්:ගැරඬිදූල් වැල්,,,,,,,MPNS:::::::::::::
53,16503-2,Apocynum androsaemifolium,Apocynum androsaemifolium,16503-2,Species,apocynum androsaemifolium:bitter:bitter-root:common dogbane:dogbane#:flytrap dogbane:gewöhnliches hundsgift:hundkål:indian hemp#:spreading dogbane:wandering milkweed,spreading dogbane,,,,,bitter-root:common dogbane:common dogbane:spreading dogbane:gewöhnliches Hundsgift:hundkål:bitter-root:spreading dogbane,MPNS:USDA Plants Database::::::::::USDA(Duke)::WEP (Wiersema 2013)
54,16503-2,Apocynum androsaemifolium,Apocynum androsaemifolium,16503-2,Species,apocynum androsaemifolium:bitter:bitter-root:common dogbane:dogbane#:flytrap dogbane:gewöhnliches hundsgift:hundkål:indian hemp#:spreading dogbane:wandering milkweed,spreading dogbane,,,,,gewöhnliches Hundsgift,MPNS:USDA Plants Database::::::::::USDA(Duke)::WEP (Wiersema 2013)
55,16527-2,Apocynum cannabinum,Apocynum cannabinum,16527-2,Species,american hemp:american-hemp:amerikanisches hundsgift:amyroot:apocino:apocino a fiori erbacei:apocyn:bitterroot:canada hemp:canadian hemp:cañamo indio:cáñamo indio:chanvre du canada:dogbane:hanfhundsgift:hemp dogbane:indianhampa:indian hemp:indian-hemp:indian physic:prairie dogbane:rheumatism weed,Indianhemp,,"['""Apocynum cannabinum""', '""Apocynum cannabinum ']",,,American-hemp:amerikanisches Hundsgift:cáñamo indio:hemp dogbane:American-hemp:amerikanisches Hundsgift:indianhampa,"MPNS:USDA Plants Database::Wiki (['en: List_of_plants_by_common_name', 'te: పుష్పాల_జాబితా']):::::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)"
56,16527-2,Apocynum cannabinum,Apocynum cannabinum,16527-2,Species,american hemp:american-hemp:amerikanisches hundsgift:amyroot:apocino:apocino a fiori erbacei:apocyn:bitterroot:canada hemp:canadian hemp:cañamo indio:cáñamo indio:chanvre du canada:dogbane:hanfhundsgift:hemp dogbane:indianhampa:indian hemp:indian-hemp:indian physic:prairie dogbane:rheumatism weed,Indianhemp,,"['""Apocynum cannabinum""', '""Apocynum cannabinum ']",,,dogbane,"MPNS:USDA Plants Database::Wiki (['en: List_of_plants_by_common_name', 'te: పుష్పాల_జాబితా']):::::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)"
57,16527-2,Apocynum cannabinum,Apocynum cannabinum,16527-2,Species,american hemp:american-hemp:amerikanisches hundsgift:amyroot:apocino:apocino a fiori erbacei:apocyn:bitterroot:canada hemp:canadian hemp:cañamo indio:cáñamo indio:chanvre du canada:dogbane:hanfhundsgift:hemp dogbane:indianhampa:indian hemp:indian-hemp:indian physic:prairie dogbane:rheumatism weed,Indianhemp,,"['""Apocynum cannabinum""', '""Apocynum cannabinum ']",,,Indian-hemp,"MPNS:USDA Plants Database::Wiki (['en: List_of_plants_by_common_name', 'te: పుష్పాల_జాబితా']):::::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)"
58,16527-2,Apocynum cannabinum,Apocynum cannabinum,16527-2,Species,american hemp:american-hemp:amerikanisches hundsgift:amyroot:apocino:apocino a fiori erbacei:apocyn:bitterroot:canada hemp:canadian hemp:cañamo indio:cáñamo indio:chanvre du canada:dogbane:hanfhundsgift:hemp dogbane:indianhampa:indian hemp:indian-hemp:indian physic:prairie dogbane:rheumatism weed,Indianhemp,,"['""Apocynum cannabinum""', '""Apocynum cannabinum ']",,,hemp dogbane,"MPNS:USDA Plants Database::Wiki (['en: List_of_plants_by_common_name', 'te: పుష్పాల_జాబితా']):::::CPCS toxic:::USDA(Duke)::WEP (Wiersema 2013)"
59,16576-2,Apocynum × floribundum,Apocynum × floribundum,16576-2,Species,intermediate dogbane,,,,,,,MPNS:::::::::::::
60,77279-1,Apocynum venetum,Apocynum venetum,77279-1,Species,bashikurumon:dogbane leaf:dogbane leaf :luo bu ma:luobumaye:luo bu ma ye:oshorosō:罗布麻叶:羅布麻葉,,,,,,罗布麻 (luo bu ma):オショロソウ (oshorosō):バシクルモン (bashikurumon),MPNS:::::::::::::WEP (Wiersema 2013)
61,20009957-1,Apteranthes tuberculata,Apteranthes tuberculata,20009957-1,Species,marmootk,,,,,,,MPNS:::::::::::::
62,94045-1,Araujia angustifolia,Araujia angustifolia,94045-1,Species,tasi,,,,,,,MPNS:::::::::::::
63,77114651-1,Araujia brachystephana,Araujia brachystephana,77114651-1,Species,doca:tasi,,,,,,,MPNS:::::::::::::
64,77114654-1,Araujia odorata,Araujia odorata,77114654-1,Species,doca:tasi,,,,,,,MPNS:::::::::::::
65,30117279-2,Araujia sericifera,Araujia sericifera,30117279-2,Species,bladder-flower:cape-dandelion:cipó-de-sapo:cruelplant:fjärilsgömma:moth-catcher:mothplant:mothvine:motvanger:peruvian-creeper:tasi:white mothplant:white mothvine,,,,,,bladder-flower:cipó-de-sapo:Peruvian-creeper:fjärilsgömma:bladder-flower:moth-catcher:mothplant:white mothplant:mothvine:white mothvine:motvanger:Peruvian-creeper:white mothplant:white mothvine,MPNS::::::::CPCS toxic:::::WEP (Wiersema 2013)
66,30117279-2,Araujia sericifera,Araujia sericifera,30117279-2,Species,bladder-flower:cape-dandelion:cipó-de-sapo:cruelplant:fjärilsgömma:moth-catcher:mothplant:mothvine:motvanger:peruvian-creeper:tasi:white mothplant:white mothvine,,,,,,Cape-dandelion:Cape-dandelion,MPNS::::::::CPCS toxic:::::WEP (Wiersema 2013)
67,30117279-2,Araujia sericifera,Araujia sericifera,30117279-2,Species,bladder-flower:cape-dandelion:cipó-de-sapo:cruelplant:fjärilsgömma:moth-catcher:mothplant:mothvine:motvanger:peruvian-creeper:tasi:white mothplant:white mothvine,,,,,,"catcher, moth-catcher",MPNS::::::::CPCS toxic:::::WEP (Wiersema 2013)
68,30117279-2,Araujia sericifera,Araujia sericifera,30117279-2,Species,bladder-flower:cape-dandelion:cipó-de-sapo:cruelplant:fjärilsgömma:moth-catcher:mothplant:mothvine:motvanger:peruvian-creeper:tasi:white mothplant:white mothvine,,,,,,cruelplant,MPNS::::::::CPCS toxic:::::WEP (Wiersema 2013)
69,77114656-1,Araujia stuckertiana,Araujia stuckertiana,77114656-1,Species,tasi crespo:tasi del zorro:tasillo,,,,,,,MPNS:::::::::::::
70,21143-2,Asclepias asperula,Asclepias asperula,21143-2,Species,antelope horns:green-flowered milkweed:immortal:inmortal:spider antelope horns,,,,,,antelope horns,MPNS:::::::::::::WEP (Wiersema 2013)
71,21143-2,Asclepias asperula,Asclepias asperula,21143-2,Species,antelope horns:green-flowered milkweed:immortal:inmortal:spider antelope horns,,,,,,immortal,MPNS:::::::::::::WEP (Wiersema 2013)
72,21144-2,Asclepias asperula subsp. capricornu,Asclepias asperula,21143-2,Subspecies,antelope horns,,,,,,,MPNS:::::::::::::
73,21153-2,Asclepias californica,Asclepias californica,21153-2,Species,california milkweed,,,,,,,MPNS:::::::::::::
74,21169-2,Asclepias cordifolia,Asclepias cordifolia,21169-2,Species,heartleaf milkweed,,,,,,,MPNS:::::::::::::
75,94206-1,Asclepias cryptoceras,Asclepias cryptoceras,94206-1,Species,pallid milkweed,,,,,,,MPNS:::::::::::::
76,94213-1,Asclepias curassavica,Asclepias curassavica,94213-1,Species,algodãozinho-do-campo:algodoncillo:ariyaman:asclepias curassavica:asclepias de curaçao:bastard ipecac:bastard-ipecac:bastard ipecacuana:bastard ipecacuanha:biborella:bloodflower:blood flower:blood-flower:bloodflower milkweed:bloodweed:camará-bravo:capitão-de-sala:cega-olho:chikka kaage thonde:corcalito:cottonbush:curassavian swallowed wort:curassavian swallow wort:dori phul:erva-de-paina:false ipecac:flor de sangre:flor de tigre:herbe à sang:hiralal:hole chadaranga:hulugilu gida:i:jilledu mandaara:kaakathundi:kaakatundi:kakanasika:kakatundi:kaknasa:kankumbala:karki:kaura-dodi:kauradoodi:kiria kaage thonde:kolitalehoo:kurki:lalma:lamla:lamúruhéwe:leiteira:machha phul:madane:matac:nyacha swan:oficial-de-sala:oiicial-de-sala:quita wayta:redhead:shanikhar:silk weed:sima:swallow wort:vahloogida:wahbara:west indian ipecacuanha:wild ipecacuanha:කන්කුඹල,," <section id=""vernacular-names"" class=""c-article-section"">","['""Asclepias curassavica""']",,,"algodãozinho-do-campo:asclepias de Curaçao:bastard-ipecac:bastard ipecacuana:bloodflower:bloodflower milkweed:camará-bravo:capitão-de-sala:cega-olho:corcalito:red-cotton:Madagascar cottonbush:milky cottonbush:redhead cottonbush:wallflower cottonbush:erva-de-paina:false ipecac:flor de sangre:herbe à sang:Indian ipecacuana, West Indian ipecacuana:Indianer-Seidenpflanze:bastard-ipecac:false ipecac:bastard ipecacuana:West Indian ipecacuana:Madagascar cottonbush:bloodflower milkweed:red milkweed:scarlet milkweed:milky cottonbush:oficial-de-sala:wild oleander:paina-de-sapo:paininha:ravsilkeplante:red-cotton:red milkweed:redhead cottonbush:röd sidenört:scarlet milkweed:Indianer-Seidenpflanze:röd sidenört:wallflower cottonbush:West Indian ipecacuana:wild oleander:yuquillo:马利筋 (ma li jin)",MPNS::POWO pages(94213-1):Wiki (['sv: Lista_över_växter/R']):::::::::TPPT:WEP (Wiersema 2013)
77,94213-1,Asclepias curassavica,Asclepias curassavica,94213-1,Species,algodãozinho-do-campo:algodoncillo:ariyaman:asclepias curassavica:asclepias de curaçao:bastard ipecac:bastard-ipecac:bastard ipecacuana:bastard ipecacuanha:biborella:bloodflower:blood flower:blood-flower:bloodflower milkweed:bloodweed:camará-bravo:capitão-de-sala:cega-olho:chikka kaage thonde:corcalito:cottonbush:curassavian swallowed wort:curassavian swallow wort:dori phul:erva-de-paina:false ipecac:flor de sangre:flor de tigre:herbe à sang:hiralal:hole chadaranga:hulugilu gida:i:jilledu mandaara:kaakathundi:kaakatundi:kakanasika:kakatundi:kaknasa:kankumbala:karki:kaura-dodi:kauradoodi:kiria kaage thonde:kolitalehoo:kurki:lalma:lamla:lamúruhéwe:leiteira:machha phul:madane:matac:nyacha swan:oficial-de-sala:oiicial-de-sala:quita wayta:redhead:shanikhar:silk weed:sima:swallow wort:vahloogida:wahbara:west indian ipecacuanha:wild ipecacuanha:කන්කුඹල,," <section id=""vernacular-names"" class=""c-article-section"">","['""Asclepias curassavica""']",,,algodoncillo,MPNS::POWO pages(94213-1):Wiki (['sv: Lista_över_växter/R']):::::::::TPPT:WEP (Wiersema 2013)
78,94213-1,Asclepias curassavica,Asclepias curassavica,94213-1,Species,algodãozinho-do-campo:algodoncillo:ariyaman:asclepias curassavica:asclepias de curaçao:bastard ipecac:bastard-ipecac:bastard ipecacuana:bastard ipecacuanha:biborella:bloodflower:blood flower:blood-flower:bloodflower milkweed:bloodweed:camará-bravo:capitão-de-sala:cega-olho:chikka kaage thonde:corcalito:cottonbush:curassavian swallowed wort:curassavian swallow wort:dori phul:erva-de-paina:false ipecac:flor de sangre:flor de tigre:herbe à sang:hiralal:hole chadaranga:hulugilu gida:i:jilledu mandaara:kaakathundi:kaakatundi:kakanasika:kakatundi:kaknasa:kankumbala:karki:kaura-dodi:kauradoodi:kiria kaage thonde:kolitalehoo:kurki:lalma:lamla:lamúruhéwe:leiteira:machha phul:madane:matac:nyacha swan:oficial-de-sala:oiicial-de-sala:quita wayta:redhead:shanikhar:silk weed:sima:swallow wort:vahloogida:wahbara:west indian ipecacuanha:wild ipecacuanha:කන්කුඹල,," <section id=""vernacular-names"" class=""c-article-section"">","['""Asclepias curassavica""']",,,wild ipecac:wild ipecac,MPNS::POWO pages(94213-1):Wiki (['sv: Lista_över_växter/R']):::::::::TPPT:WEP (Wiersema 2013)
79,94213-1,Asclepias curassavica,Asclepias curassavica,94213-1,Species,algodãozinho-do-campo:algodoncillo:ariyaman:asclepias curassavica:asclepias de curaçao:bastard ipecac:bastard-ipecac:bastard ipecacuana:bastard ipecacuanha:biborella:bloodflower:blood flower:blood-flower:bloodflower milkweed:bloodweed:camará-bravo:capitão-de-sala:cega-olho:chikka kaage thonde:corcalito:cottonbush:curassavian swallowed wort:curassavian swallow wort:dori phul:erva-de-paina:false ipecac:flor de sangre:flor de tigre:herbe à sang:hiralal:hole chadaranga:hulugilu gida:i:jilledu mandaara:kaakathundi:kaakatundi:kakanasika:kakatundi:kaknasa:kankumbala:karki:kaura-dodi:kauradoodi:kiria kaage thonde:kolitalehoo:kurki:lalma:lamla:lamúruhéwe:leiteira:machha phul:madane:matac:nyacha swan:oficial-de-sala:oiicial-de-sala:quita wayta:redhead:shanikhar:silk weed:sima:swallow wort:vahloogida:wahbara:west indian ipecacuanha:wild ipecacuanha:කන්කුඹල,," <section id=""vernacular-names"" class=""c-article-section"">","['""Asclepias curassavica""']",,,redhead,MPNS::POWO pages(94213-1):Wiki (['sv: Lista_över_växter/R']):::::::::TPPT:WEP (Wiersema 2013)
80,94213-1,Asclepias curassavica,Asclepias curassavica,94213-1,Species,algodãozinho-do-campo:algodoncillo:ariyaman:asclepias curassavica:asclepias de curaçao:bastard ipecac:bastard-ipecac:bastard ipecacuana:bastard ipecacuanha:biborella:bloodflower:blood flower:blood-flower:bloodflower milkweed:bloodweed:camará-bravo:capitão-de-sala:cega-olho:chikka kaage thonde:corcalito:cottonbush:curassavian swallowed wort:curassavian swallow wort:dori phul:erva-de-paina:false ipecac:flor de sangre:flor de tigre:herbe à sang:hiralal:hole chadaranga:hulugilu gida:i:jilledu mandaara:kaakathundi:kaakatundi:kakanasika:kakatundi:kaknasa:kankumbala:karki:kaura-dodi:kauradoodi:kiria kaage thonde:kolitalehoo:kurki:lalma:lamla:lamúruhéwe:leiteira:machha phul:madane:matac:nyacha swan:oficial-de-sala:oiicial-de-sala:quita wayta:redhead:shanikhar:silk weed:sima:swallow wort:vahloogida:wahbara:west indian ipecacuanha:wild ipecacuanha:කන්කුඹල,," <section id=""vernacular-names"" class=""c-article-section"">","['""Asclepias curassavica""']",,,swallowwort,MPNS::POWO pages(94213-1):Wiki (['sv: Lista_över_växter/R']):::::::::TPPT:WEP (Wiersema 2013)
