Plant_number,Latin_plant_name,German_plant_name,English_plant_name,Plant_genus,Plant_family,Global_spatial_distribution,Swiss_frequency,Swiss_appearance,Vegetation_type,Blooming_period,Toxic_plant_part,Human_toxicity,Animal_toxicity,Invasive_foreign,Garden_plant,Agricultural_plant
P661,Valeriana tripteris L.,Dreiblatt-Baldrian,,Valeriana,Caprifoliaceae,Central and Southern Europe,67,domestic,Mountain plant,Apr.-Jun.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P662,Valeriana celtica L.,Keltischer Baldrian,Alpine valerian,Valeriana,Caprifoliaceae,Europe,0.5,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P663,Valeriana saxatilis L.,Felsen-Baldrian,,Valeriana,Caprifoliaceae,Central and Southern Europe,2,domestic,Mountain plant,Jun.-Jul.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P664,Valeriana saliunca All.,Weidenblaettriger Baldrian,,Valeriana,Caprifoliaceae,Central and Southern Europe,0.8,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P665,Valeriana supina Ard.,Zwerg-Baldrian,,Valeriana,Caprifoliaceae,Alpes,3,domestic,Mountain plant,Jul.-Aug.,"Whole plant, highest concentrations in root",carcinogenic,,,,
P666,Eupatorium cannabinum L. ,Wasserdost,Hemp-agrymony,Eupatorium,Asteraceae,Europe and Asia,54,domestic,Shore- and marsh plant,Jul.-Sep.,Whole plant,toxic,,,,
P667,Solidago canadensis L.,Kanadische Goldrute,Canada goldenrod,Solidago,Asteraceae,North America,47,alien,Ornamental garden plant,Jul.-Sep.,,allergenic,,yes (forbidden CH),yes,
P668,Solidago gigantea Aiton,Spaetbluehende Goldrute,Giant goldenrod,Solidago,Asteraceae,North America,43,alien,Ornamental garden plant,Aug.-Oct.,,allergenic,,yes (forbidden CH),yes,
P669,Solidago nemoralis Aiton,Hain-Goldrute,Gray goldenrod,Solidago,Asteraceae,North America,rarely introduced,alien,Ornamental garden plant,,,allergenic,,yes (forbidden CH),yes,
P670,Telekia speciosa (Schreib.) Baumg.,Grosses Rindsauge,Ox-eye daisy,Telekia,Asteraceae,Southern Europe,occasionally introduced ,alien,Ornamental garden plant,Jun.-Aug.,Root,allergenic,,,,
P671,Aster novi-belgii L.,Neubelgische Aster,New York aster,Aster,Asteraceae,North America,16,alien,Shore- and marsh plant,Aug.-Sep.,,nontoxic,,yes,yes,
P672,Aster x versicolor Willd.,Gescheckte Aster,,Aster,Asteraceae,North America,rarely introduced,alien,Ornamental garden plant,Aug.-Sep.,,nontoxic,,yes,yes,
P673,Aster lanceolatus Willd.,Lanzettblaettrige Aster,Connected aster,Aster,Asteraceae,North America,occasionally introduced ,alien,Ornamental garden plant,Aug.-Sep.,,nontoxic,,yes,yes,
P674,Aster x salignus Willd.,Weiden-Aster,,Aster,Asteraceae,North America,rarely introduced,alien,Ornamental garden plant,Aug.-Sep.,,nontoxic,,yes,yes,
P675,Aster tradescantii L.,Tradescants Aster,Shore aster,Aster,Asteraceae,North America,rarely introduced,alien,Ornamental garden plant,Aug.-Sep.,,nontoxic,,yes,yes,
P676,"Erigeron annuus (L.) Desf. s.l. (E. annuus (L.) Desf. s.str., E. annuus subsp. septentrionalis (Fernald & Wiegand) Wagenitz and E. annuus subsp. strigosus (Willd.) Wagenitz)",Einjaehriges Berufkraut,Annual fleabane,Erigeron,Asteraceae,North America,44,alien,Weed and ruderal plant,Jun.-Oct.,,unknown,,yes,,
P677,Xanthium strumarium L.,Kropf-Spitzklette,Rough cocklebur,Xanthium,Asteraceae,Europe and Asia,2,domestic,Weed and ruderal plant,Jul.-Oct.,"Flowering top, young plant",allergenic,,,,
P678,Xanthium spinosum L.,Dornige Spitzklette,Spiny cocklebur,Xanthium,Asteraceae,South America,1.5,alien,Weed and ruderal plant,Jul.-Sep.,"Flowering top, young plant",allergenic,,,,
P679,Helianthus annuus L.,Sonnenblume,Common sunflower,Helianthus,Asteraceae,North America,agriculture,alien,Agricultural plant,Jul.-Sep.,Whole plant,allergenic,,,,yes
P680,Helianthus tuberosus L.,Topinambur,Jerusalem artichoke,Helianthus,Asteraceae,North America,rarely introduced,alien,Ornamental garden plant,Sep.-Nov.,,nontoxic,,yes,yes,
P681,Ambrosia artemisiifolia L.,Aufrechtes Traubenkraut,Common Ragweed,Ambrosia,Asteraceae,North America,23,alien,Weed and ruderal plant,Aug.-Oct.,,toxic,,yes (forbidden CH),,
P682,Anthemis cotula L.,Stinkende Hundskamille,Stinking mayweed,Anthemis,Asteraceae,Europe and Asia,6,domestic,Weed and ruderal plant,May-Oct.,Whole plant,allergenic,weak toxic,,,
P683,Matricaria chamomilla L.,Echte Kamille,Wild chamomile,Matricaria,Asteraceae,Mediterranean,49,domestic,Weed and ruderal plant,May-Sep.,Whole plant,allergenic,,,,
P684,Matricaria discoidea DC.,Strahlenlose Kamille,Pineappleweed,Matricaria,Asteraceae,Eastern Asia and North America,59,alien,Weed and ruderal plant,May-Sep.,,unknown,,,,
P685,Tanacetum vulgare L.,Rainfarn,Common tansy,Tanacetum,Asteraceae,Europe and Asia,32,domestic,Weed and ruderal plant,Jun.-Sep.,Aerial part,allergenic,toxic,,,
P686,Tanacetum corybosum (L.) Sch. Bip.,Straussbluetige Margerite,Scentless feverfew,Tanacetum,Asteraceae,Europe,9,domestic,Forest plant,Jun.-Jul.,Aerial part,toxic,,,,
P687,Tanacetum parthenium (L.) Sch. Bip.,Mutterkraut,Feverfew,Tanacetum,Asteraceae,Mediterranean,29,alien,Ornamental garden plant,Jun.-Aug.,Aerial part,toxic,,,,
P688,Tanacetum cinerariifolium (Trevir.) Sch. Bip.,Dalmatiner Insektenblueme,,Tanacetum,Asteraceae,Mediterranean,0.8,alien,Ornamental garden plant,May-Jun.,Aerial part,strong toxic,,,,
P689,Artemisia verlotiorum Lamotte,Verlotscher Beifuss,Chinese wormwood,Artemisia,Asteraceae,Asia,26,alien,Weed and ruderal plant,Sep.-Nov.,Aerial part (or whole plant),toxic,,yes,,
P690,Artemisia absinthium L.,Echter Wermut,Absinthium,Artemisia,Asteraceae,Europe and Asia,22,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,
P691,Artemisia abrotanum L.,Eberreis,Southern wormwood,Artemisia,Asteraceae,Western Asia,0,domestic,Agricultural plant,Jul.-Oct.,Aerial part (or whole plant),toxic,,,,
P692,Artemisia annua L.,Einjaehriger Beifuss,Annual wormwood,Artemisia,Asteraceae,Europe and Asia,1.5,domestic,Weed and ruderal plant,Aug.-Oct.,Aerial part (or whole plant),strong toxic,,,,
P693,Artemisia vulgaris L.,Gemeiner Beifuss,Common wormwood,Artemisia,Asteraceae,Europe and Asia,40,domestic,Weed and ruderal plant,Jul.-Sep.,Aerial part (or whole plant),weak toxic,,,,
P694,"Artemisia campestris L. s.l. (A. campestris L. s. str., A. campestris subsp. alpina (DC.) Arcang.)",Feld-Beifuss,Field wormwood,Artemisia,Asteraceae,Europe and Asia,20,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,
P695,Artemisia genipi Weber,aehrige Edelraute,,Artemisia,Asteraceae,Alps,15,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,
P696,Artemisia umbelliformis Lam.,Echte Edelraute,White genepi,Artemisia,Asteraceae,Central and Southern Europe,20,domestic,Weed and ruderal plant,Jul.-Aug.,Aerial part (or whole plant),toxic,,,,
P697,Artemisia vallesciaca All.,Walliser Beifuss,,Artemisia,Asteraceae,Eastern Europe and Western Asia,3,domestic,Weed and ruderal plant,Aug.-Oct.,Aerial part (or whole plant),toxic,,,,
P698,Tussilago farfara L.,Huflattich,Coltsfoot,Tussilago,Asteraceae,Europe and Asia,91,domestic,Pioneer plant,Mar.-May,Whole plant,toxic,toxic,,,
P699,Petasites hybridus (L.) P. Gaertn. & al.,Rotes Pestwurz,Common butterbur,Petasites,Asteraceae,Europe and Asia,51,domestic,Shore- and marsh plant,Mar.-Apr.,"Leaf, root (or whole plant)",toxic,,,,
P700,Petasites albus (L.) Gaertn.,Weisse Pestwurz,White butterbur,Petasites,Asteraceae,Europe and Asia,60,domestic,Forest plant,Mar.-May,"Leaf, root (or whole plant)",toxic,,,,
P701,Petasites paradoxus (Reitz.) Baumg.,Alpen-Pestwurz,Alpine butterbur,Petasites,Asteraceae,Central and Southern Europe,39,domestic,Mountain plant,Apr.-May,"Leaf, root (or whole plant)",toxic,,,,
P702,Arnica montana L.,Arnika,Arnica,Arnica,Asteraceae,Europe,65,domestic,Mountain plant,Jun.-Aug.,Whole plant,allergenic,weak toxic,,,
P703,Senecio alpinus (L.) Scop.,Alpen-Greiskraut,Alpine ragwort,Senecio,Asteraceae,Alps,31,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,very strong toxic,,,
P704,Senecio paludosus L.,Sumpf-Greiskraut,Fen ragwort,Senecio,Asteraceae,Europe and Siberia,13,domestic,Shore- and marsh plant,Jun.-Jul.,Whole plant,toxic,very strong toxic,,,
P705,Senecio ovatus (P. Gaertn. & al.) Willd.,Fuchs Greiskraut,Wood ragwort,Senecio,Asteraceae,Central Europe,54,domestic,Forest plant,Jul.-Sep.,Whole plant,toxic,,,,
P706,Senecio hercynicus Herborg,Busch-Greiskraut,,Senecio,Asteraceae,Europe and Asia,26,domestic,Mountain plant,Jul.-Sep.,Whole plant,toxic,,,,
P707,Senecio vulgaris L.,Gemeines Geiskraut,Groundsel,Senecio,Asteraceae,Southern Europe,60,domestic,Weed and ruderal plant,Jan.-Dec.,Whole plant,toxic,very strong toxic,,,
P708,Senecio viscosus L.,Klebriges Greiskraut,Sticky ragwort,Senecio,Asteraceae,Europe,48,domestic,Weed and ruderal plant,Jun.-Sep.,Whole plant,toxic,,,,
P709,Senecio sylvaticus L.,Wald-Greiskraut,Woodland ragwort,Senecio,Asteraceae,Europe and Asia,12,domestic,Forest plant,Jun.-Aug.,Whole plant,toxic,,,,
P710,Senecio rupestris Waldst. & Kit.,Felsen-Greiskraut,,Senecio,Asteraceae,Central and Southern Europe,9,alien,Weed and ruderal plant,Jun.-Sep.,Whole plant,toxic,,,,
P711,Senecio halleri Dandy,Hallers Greiskraut,Alpine groundsel,Senecio,Asteraceae,Europe,3,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,
P712,"Senecio incanus L. s.l. (S. incanus L. s.str., S. incanus subsp. carniolicus (Willd.) Braun-Blanq. and S. incanus subsp. insubricus (Chenevard) Braun-Blanq.)",Graues Greiskraut,Grey ragwort,Senecio,Asteraceae,Alps,20,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,
P713,Senecio jacobaea L.,Jakobs Greiskraut,,Senecio,Asteraceae,Europe and Asia,39,domestic,Xerophyte,Jun.-Aug.,Whole plant,toxic,very strong toxic,,,
P714,Senecio erucifolius L.,Raukenblaettriges Greiskraut,Hoary Ragwort,Senecio,Asteraceae,Europe and Asia,30,domestic,Xerophyte,Aug.-Sep.,Whole plant,toxic,very strong toxic,,,
P715,Senecio aquaticus Hill,Wasser-Greiskraut,Marsh ragwort,Senecio,Asteraceae,Western Europe,12,domestic,Shore- and marsh plant,Jul.-Sep.,Whole plant,toxic,very strong toxic,,,
P716,Senecio erraticus Bertol.,Wander-Greiskraut,,Senecio,Asteraceae,Mediterranean,4,domestic,Shore- and marsh plant,Aug.-Oct.,Whole plant,toxic,,,,
P717,Senecio abrotanifolius L.,Eberreisblaettriges Greiskraut,Pinnate leaved ragwort,Senecio,Asteraceae,Alps,12,domestic,Mountain plant,Jul.-Sep.,Whole plant,toxic,,,,
P718,Senecio doronicum (L.) L.,Gaemswurz-Greiskraut,Chamois ragwort,Senecio,Asteraceae,Central and Southern Europe,54,domestic,Mountain plant,Jul.-Aug.,Whole plant,toxic,,,,
P719,Senecio vernalis Waldst. & Kit.,Fruehlings-Greiskraut,,Senecio,Asteraceae,Eastern Europe and Western Asia,3,domestic,Weed and ruderal plant,May-Jun.,Whole plant,toxic,,,,
P720,Senecio inaequidens DC.,Suedafrikanisches Greiskraut,South African ragwort,Senecio,Asteraceae,Southern Africa,12,alien,Weed and ruderal plant,Aug.-Oct.,Whole plant,toxic,very strong toxic,yes (forbidden CH),,
P721,Adenostyles alliariae (Gouan.) A. Kerner,Grauer Alpendost,,Adenostyles,Asteraceae,Central and Southern Europe,71,domestic,Forest and mountain plant,Jun.-Sep.,Whole plant,toxic,,,,
P722,Adenostyles glabra (Mill.) DC.,Gruener Alpendost,,Adenostyles,Asteraceae,Central and Southern Europe,54,domestic,Forest and mountain plant,Jun.-Sep.,Whole plant,toxic,,,,
P723,Adenostyles leucophylla (Willd.) Rchb.,Filziger Alpendost,,Adenostyles,Asteraceae,Alps,13,domestic,Forest and mountain plant,Jul.-Aug.,Whole plant,toxic,,,,
P724,Homogyne alpina (L.) Cass.,Gewoehnlicher Alpenlattich,,Homogyne,Asteraceae,Central and Southern Europe,90,domestic,Meadow plant,May-Jul.,Whole plant,toxic,,,,
P725,Cichorium intybus L. var. Foliosum Hegi,Chicoree,Chicory,Cichorium,Asteraceae,Mediterranean,agriculture,domestic,Agricultural plant,Jul.-Sep.,,allergenic,,,,yes
P726,Cichorium endivia L.,Endivie,Endive,Cichorium,Asteraceae,Mediterranean,agriculture,domestic,Agricultural plant,Jul.-Sep.,,allergenic,,,,yes
P727,Lactuca perennis L.,Blauer Lattich,Blue lettuce,Lactuca,Asteraceae,Southern Europe,14,domestic,Xerophyte,May-Jun.,"Whole plant, highest concentrations in latex",weak toxic,,,,
P728,Lactuca sativa L.,Kopfsalat,Garden lettuce,Lactuca,Asteraceae,Asia,agriculture,domestic,Agricultural plant,Jul.-Aug.,"Whole plant, highest concentrations in latex",weak toxic,,,,yes
P729,Lactuca serriola L.,Wilder Lattich,Prickly lettuce,Lactuca,Asteraceae,Europe and Asia,33,domestic,Xerophyte,Jul.-Sep.,"Whole plant, highest concentrations in latex",weak toxic,,,,
P730,Lactuca virosa L.,Gift-Lattich,Bitter lettuce,Lactuca,Asteraceae,Mediterranean,6,domestic,Weed and ruderal plant,Jul.-Sep.,"Whole plant, highest concentrations in latex",weak toxic,,,,
P731,Baccharis halimifolia L.,Kreuzstrauch,Eastern baccharis,Baccharis,Asteraceae,North America,0,alien,Ornamental garden plant,Oct.-Nov.,,toxic (unknown strength),,yes (forbidden EU),yes,
P732,Parthenium hysterophorus L.,,Santa Maria feverfew,Parthenium,Asteraceae,America,0,alien,Ornamental garden plant,,,allergenic,,yes (forbidden EU),yes,
P733,Pericallis x hybrida (Scheidw.) B. Nord,Pericallis-Hybriden,Cineraria,Pericallis,Asteraceae,Southern Europe,0,alien,Ornamental garden plant,Mar.-May,,strong toxic,strong toxic,,yes,
P734,Tagetes erecta L.,Hohe Studentenblume,African marigold,Tagetes,Asteraceae,South America,0,alien,Ornamental garden plant,Sep.-Oct.,Whole plant,phototoxic,,,,
P735,Tagetes patula L.,Studentenblume,French marigold,Tagetes,Asteraceae,South America,0,alien,Ornamental garden plant,Sep.-Oct.,Whole plant,phototoxic,,,,
P736,Achillea millefolium L.,Gewoehnliche Wiesen-Schafgarbe,Yarrow,Achillea,Asteraceae,Europe and Siberia,90,domestic,Meadow plant,Jun.-Sep.,Aerial part,allergenic,,,,
P737,Inula helenium L.,Echter Alant,Elecampane,Inula,Asteraceae,Southern Europe,occasionally introduced,domestic,Ornamental garden plant,Jul.-Aug.,Whole plant,allergenic,,,yes,
P738,Arctium lappa L.,Grosse Klette,Greater burdock,Arctium,Asteraceae,Europe and Asia,32,domestic,Weed and ruderal plant,Jul.-Sep.,,allergenic,,,,
P739,Cynara scolymus L.,Artischocke,Artichoke,Cynara,Asteraceae,Mediterranean,0,domestic,Agricultural plant,,,allergenic,,,,yes
P740,Acorus calamus L.,Kalmus,Sweet flag,Acorus,Acoraceae,Asia,10,alien,Fresh water plant,Jun.,Whole plant,carcinogenic,,,,
P741,Sagittaria latifolia Willd.,Breitblaettriges Pfeilkraut,Broadleaf arrowhead,Sagittaria,Alismataceae,North America,1.5,alien,Fresh water plant,Jul.-Sep.,,nontoxic,,yes,,
P742,Alisma plantago-aquatica L.,Gemeiner Froschloeffel,Water plaintain,Alisma,Alismataceae,global,20,domestic,Fresh water plant,Jun.-Aug.,"Whole plant, highest concentrations in latex, root",weak toxic,,,,
P743,Alisma lanceolatum With.,Lanzettblaettriger Froschloeffel,Lanceleaf water plaintain,Alisma,Alismataceae,Europe and Asia,7,domestic,Fresh water plant,Jun.-Aug.,,unknown,,,,
P744,Elodea canadensis Michx.,Kanadische Wasserpest,Canadian Waterweed,Elodea,Hydrocharitaceae,North America,25,alien,Fresh water plant,May-Sep.,,nontoxic,,yes,,
P745,Elodea nuttallii (Planch.) H. St. John,Nuttalls Wasserpest,Nuttall's waterweed,Elodea,Hydrocharitaceae,North America,9,alien,Fresh water plant,Jun.-Sep.,,nontoxic,,yes (forbidden CH),,
P746,Lagarosiphon major (Ridl.) Moss,Schmalrohr,African elodea,Lagarosiphon,Hydrocharitaceae,Africa,0.3,alien,Fresh water plant,Jul.-Aug.,,nontoxic,,yes (forbidden EU),,
P747,Calla palustris L.,Drachenwurz,Water arum,Calla,Araceae,"Europe, Asia and North America",2,alien,Fresh water plant,Jun.-Jul.,"Whole plant, highest concentrations in fruit, leaf",toxic,toxic,,,
P748,Arum italicum Mill.,Italienischer Aronstab,Italian arum,Arum,Araceae,Mediterranean,4,domestic,Weed and ruderal plant,Apr.-May,Leaf (or whole plant),very strong toxic,strong toxic,,,
P749,Arum maculatum L.,Gemeiner Aronstab,Wild arum,Arum,Araceae,Europe,38,domestic,Forest plant,Apr.-May,Leaf (or whole plant),very strong toxic,strong toxic,,,
P750,Dracunculus vulgaris Schott,Schlangenwurz,Dragon's root,Dracunculus,Araceae,Mediterranean,0.1,domestic,Weed and ruderal plant,May,Whole plant,very strong toxic,,,,
P751,Lysichiton americanus Hulten & H. St. John,Amerikanischer Stinktierkohl,Yellow skunk cabbage,Lysichiton,Araceae,North America,rarely introduced,alien,Ornamental garden plant,Apr.-May,Root,toxic (unknown strength),,yes (forbidden EU),yes,
P752,Tamus communis L.,Schmerwurz,Black bryony,Tamus,Dioscoreaceae,Mediterranean,38,domestic,Forest plant,May-Jun.,"Whole plant, highest concentrations in fruit, root",toxic,,,,
P753,Colchicum autumnale L.,Herbstzeitlose,Meadow saffron,Colchicum,Colchicaceae,Central Europe,61,domestic,Meadow plant,Aug.-Oct.,"Whole plant, highest concentrations in bulb, seed",very strong toxic,very strong toxic,,,
P754,Colchicum alpinum DC.,Alpen-Herbstzeitlose,Alpine autumn crocus,Colchicum,Colchicaceae,Southern and Central Europe,4,domestic,Mountain plant,Jul.-Sep.,"Whole plant, highest concentrations in bulb, seed",very strong toxic,,,,
P755,Sandersonia aurantiaca Hook.,Chinesische Laternenlilie,Christmas bells,Sandersonia,Colchicaceae,Africa,0,alien,Ornamental garden plant,Jul.,,very strong toxic,very strong toxic,,yes,
P756,Fritillaria meleagris L.,Perlhuhn-Schachblume,Snake's head,Fritillaria,Liliaceae,Europe,1.5,domestic,Shore- and marsh plant,Apr.-May,Bulb (or whole plant),toxic,,,,
P757,Fritillaria imperialis L.,Kaiserkrone,Imperial crown,Fritillaria,Liliaceae,Asia,0,alien,Ornamental garden plant,Apr.-May,Bulb (or whole plant),toxic,,,yes,
P758,Tulipa gesneriana L. (T. didieri Jord. and T. grengiolensis Thommen),Gessners Tulpe,Garden tulip,Tulipa,Liliaceae,Western and Central Asia,0.2,domestic,Ornamental garden plant,Apr.,Whole plant,allergenic,toxic,,yes,
P759,Tulipa sylvestris L. s.l. (T. sylvestris L. s.str. and T. sylvestris subsp. australis (Link) Pamp.),Weinberg-Tulpe,Wild tulip,Tulipa,Liliaceae,Mediterranean,7,domestic,Weed and ruderal plant,Apr.-Jun.,Whole plant,allergenic,toxic,,yes,
P760,Hyacinthus orientalis L.,Garten-Hyazinthe,Common hyacinth,Hyacinthus,Liliaceae,Southern Europe,0,alien,Ornamental garden plant,Mar.-May,Flower (or whole plant),skin-irritating,weak toxic,,yes,
P761,Lilium bulbiferum L. s.l. (L. bulbiferum L. s.str. and L. bulbiferum subsp. coceum (Chaix) Baker),Feuerlilie,Fire lily,Lilium,Liliaceae,Southern and Central Europe,20,domestic,Mountain plant,Jun.-Jul.,Bulb (or whole plant),allergenic,very strong toxic (cat),,,
P762,Lilium auratum Lindl.,Japanische Goldbandlilie,Mountain lily,Lilium,Liliaceae,Japan,0,alien,Ornamental garden plant,Aug.-Sep.,Bulb (or whole plant),allergenic,very strong toxic (cat),,yes,
P763,Lilium lancifolium Thunb.,Tiger-Lilie,Tiger lily,Lilium,Liliaceae,Asia,0,alien,Ornamental garden plant,Jul.-Aug.,Bulb (or whole plant),allergenic,very strong toxic (cat),,yes,
P764,Lilium longiflorum Thunb.,Oster-Lilie,Easter lily,Lilium,Liliaceae,Asia,0,alien,Ornamental garden plant,May-Jul.,Bulb (or whole plant),allergenic,very strong toxic (cat),,yes,
P765,Lilium martagon L.,Tuerkenbund-Lilie,Martagon lily,Lilium,Liliaceae,Europe and Asia,72,domestic,Forest plant,Jun.-Jul.,Bulb (or whole plant),allergenic,very strong toxic (cat),,,
P766,Lilium speciosum Thunb.,Pracht-Lilie,Japanese lily,Lilium,Liliaceae,Japan,0,alien,Ornamental garden plant,Jul.-Sep.,Bulb (or whole plant),allergenic,very strong toxic (cat),,yes,
P767,Paris quadrifolia L.,Vierblaettrige Einbeere,Herb-Paris,Paris,Melanthiaceae,Europe and Asia,62,domestic,Forest plant,Apr.-May,"Whole plant, highest concentrations in fruit",strong toxic,toxic,,,
P768,Veratrum album L. s.l. (V. album subsp. lobelianum (Bernh.) Arcang. and V. album L. s.str.),Gemeiner Germer,White hellebore,Veratrum,Melanthiaceae,Europe and Siberia,74,domestic,Mountain plant,Jul.,Whole plant,strong toxic,very strong toxic,,,
P769,Veratrum nigrum L.,Schwarzer Germer,Black false hellebore,Veratrum,Melanthiaceae,Eastern Europe and Asia,0.5,domestic,Forest plant,Jul.,Whole plant,strong toxic,,,,
P770,Anticlea elegans (Pursh) Rydb.,Weisse Jochlilie,Alkali-grass,Anticlea,Melanthiaceae,North America,0,alien,Ornamental garden plant,Jun.-Aug.,Whole plant,strong toxic,very strong toxic,,yes,
P771,Hemerocallis lilio-asphodelus L.,Gelbe Taglilie,Lemon day-lily,Hemerocallis,Xanthorrhoeaceae,Asia,rarely introduced,alien,Ornamental garden plant,Jun.,Whole plant,toxic (unknown strength),very strong toxic (cat),,yes,
P772,Hemerocallis fulva (L.) L.,Gelbrote Taglilie,Orange day-lily,Hemerocallis,Xanthorrhoeaceae,Eastern Asia,21,alien,Weed and ruderal plant,Jul.-Aug.,Whole plant,toxic (unknown strength),very strong toxic (cat),,yes,
P773,Agave americana L.,Agave,Amaerican aloe,Agave,Asparagaceae,North- and Central America,rarely introduced,alien,Weed and ruderal plant,Jul.-Aug.,"Whole plant, highest concentration in latex, leaf",weak toxic,,,yes,
P774,Ornithogalum pyrenaicum L.,Pyrenaeen-Milchstern,Spiked star-of-bethlehem,Ornithogalum,Asparagaceae,Mediterranean,7,domestic,Forest plant,May-Jun.,"Whole plant, highest concentration in bulb",toxic,toxic,,,
P775,Ornithogalum umbellatum L.,Doldiger Milchstern,Common star-of-bethlehem,Ornithogalum,Asparagaceae,Europe,27,domestic,Weed and ruderal plant,Apr.-May,"Whole plant, highest concentration in bulb",toxic,toxic,,,
P776,Ornithogalum nutans L.,Nickender Milchstern,Drooping star-of-bethlehem,Ornithogalum,Asparagaceae,Southern Europe,7,domestic,Weed and ruderal plant,Apr.-May,"Whole plant, highest concentration in bulb",toxic,toxic,,,
P777,Scilla bifolia L.,Zweiblaettriger Blaustern,Alpine Squill,Scilla,Asparagaceae,Southern Europe,22,domestic,Forest plant,Mar.-Apr.,"Whole plant, highest concentrations in bulb, seed",toxic,,,,
P778,Maianthemum bifolium (L.) F. W. Schmidt,Zweiblaettrige Schattenblume,May lily,Maianthemum,Asparagaceae,Europe and Siberia,63,domestic,Forest plant,May,"Whole plant, highest concentrations in fruit, leaf",toxic,,,,
P779,Polygonatum verticillatum (L.) All.,Quirlblaettriges Salomonssiegel,Whorled salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,61,domestic,Forest plant,May-Jul.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,
P780,Polygonatum multiflorum (L.) All.,Vielbluetiges Salomonssiegel,Eurasian salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,51,domestic,Forest plant,May-Jul.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,
P781,Polygonatum odoratum (Mill.) Druce,Echtes Salomonssiegel,Salomon's seal,Polygonatum,Asparagaceae,Europe and Asia,54,domestic,Xerophyte,May-Jun.,"Whole plant, highest concentrations in fruit",toxic,toxic,,,
P782,Convallaria majalis L.,Maigloeckchen,Lily of the valley,Convallaria,Asparagaceae,Europe and Asia,59,domestic,Forest plant,May,"Whole plant, highest concentrationt in flower, fruit",very strong toxic,very strong toxic,,,
P783,Asparagus officinalis L.,Gemuese-Spargel,Asparagus,Asparagus,Asparagaceae,Mediterranean,agriculture,domestic,Agricultural plant,May-Jun.,Fruit,allergenic,,,,yes
P784,Asparagus tenuifolius Lam.,Zartblaettriger Spargel,,Asparagus,Asparagaceae,Southern Europe,2,domestic,Forest plant,May,Fruit,allergenic,,,,
P785,Allium schoenoprasum L.,Schnittlauch,Chive,Allium,Amaryllidaceae,"Europe, Asia and North America",50,domestic,Shore- and marsh plant,May-Aug.,Bulb,skin-irritating,strong toxic,,,
P786,Allium ursinum L.,Baerlauch,Wild garlic,Allium,Amaryllidaceae,Europe,45,domestic,Forest plant,Apr.-May,Whole plant,skin-irritating,strong toxic,,,
P787,Allium porrum L.,Gemuese-Lauch,Leek,Allium,Amaryllidaceae,Mediterranean,agriculture,domestic,Agricultural plant,Jun.,Bulb,skin-irritating,toxic,,,yes
P788,Allium sativum L.,Knoblauch,Garlic,Allium,Amaryllidaceae,Asia,agriculture,domestic,Agricultural plant,Jun.,Bulb,skin-irritating,strong toxic,,,yes
P789,Allium fistulosum L.,Fruehlings-Zwiebel,Scallion,Allium,Amaryllidaceae,Siberia,agriculture,domestic,Agricultural plant,Jun.,Bulb,skin-irritating,toxic,,,yes
P790,Allium cepa L.,Kuechen-Zwiebel,Onion,Allium,Amaryllidaceae,Western Asia,agriculture,domestic,Agricultural plant,Jun.,Bulb,skin-irritating,toxic,,,yes
P791,Allium ascalonicum Auct.,Schalotte,Shallot,Allium,Amaryllidaceae,Asia,agriculture,domestic,Agricultural plant,Jun.,Bulb,skin-irritating,toxic,,,yes
P792,Leucojum vernum L.,Maerzengloeckchen,Spring snowflake,Leucojum,Amaryllidaceae,Europe,28,domestic,Forest plant,Mar.-Apr.,"Bulb, leaf",toxic,,,,
P793,Leucojum aestivum L.,Sommergloeckchen,Summer snowflake,Leucojum,Amaryllidaceae,Europe,0.3,domestic,Shore- and marsh plant,Apr.-May,"Bulb, leaf",toxic,,,,
P794,Galanthus nivalis L.,Schneegloeckchen,Snowdrop,Galanthus,Amaryllidaceae,Southern Europe,23,domestic,Forest plant,Feb.-Mar.,Aerial part (or whole plant),toxic,toxic,,,
P795,Narcissus pseudonarcissus L.,Osterglocke,Wild daffodil,Narcissus,Amaryllidaceae,Western Europe,24,domestic,Mountain plant,Mar.-Apr.,"Whole plant, highest concentrations in bulb",toxic,toxic,,,
P796,Narcissus radiiflorus Salisb.,Weisse Berg-Narzisse,,Narcissus,Amaryllidaceae,Southern and Central Europe,12,domestic,Mountain plant,May,"Whole plant, highest concentrations in bulb",toxic,,,,
